reference,leader,word,trailer,lemma,part_of_speech
1.1.3,,οὐκ,,οὐ,ADV
1.1.3,,ἐδύνατο,,δύναμαι,VERB
1.1.3,,ὁδεῦσαι,·,ὁδεύω,VERB
1.1.3,,ἦν,,εἰμί,AUX
1.1.3,,δὲ,,δέ,ADV
1.1.3,,ὁ,,,DET
1.1.3,,τόπος,,τόπος,NOUN
1.1.3,,κρημνώδης,,κρημνώδης,ADJ
1.1.3,,καὶ,,καί,CCONJ
1.1.3,,ἀπερρηγὼς,,,VERB
1.1.3,,ἀπὸ,,ἀπό,ADP
1.1.3,,τῶν,,ὁ,DET
1.1.3,,ὑδάτων,.,ὕδωρ,NOUN
1.1.3,,διαβὰς,,διαβαίνω,VERB
1.1.3,,οὖν,,οὖν,ADV
1.1.3,,τὸν,,ὁ,DET
1.1.3,,ποταμὸν,,ποταμός,NOUN
1.1.3,,ἐκεῖνον,,ἐκεῖνος,ADJ
1.1.3,,ἦλθον,,ἔρχομαι,VERB
1.1.3,,εἰς,,εἰς,ADP
1.1.3,,τὰ,,ὁ,DET
1.1.3,,ὁμαλὰ,,ὁμαλός,ADJ
1.1.3,,καὶ,,καί,CCONJ
1.1.3,,τιθῶ,,τίθημι,VERB
1.1.3,,τὰ,,ὁ,DET
1.1.3,,γόνατα,,γόνυ,NOUN
1.1.3,,καὶ,,καί,CCONJ
1.1.3,,ἠρξάμην,,,VERB
1.1.3,,προσεύχεσθαι,,προσεύχομαι,VERB
1.1.3,,τῷ,,ὁ,DET
1.1.3,,κυρίῳ,,κύριος,NOUN
1.1.3,,καὶ,,καί,CCONJ
1.1.3,,ἐξομολογεῖσθαί,,ἐξομολογέομαι,VERB
1.1.3,,μου,,ἐγώ,PRON
1.1.3,,τὰς,,ὁ,DET
1.1.3,,ἁμαρτίας,.,ἁμαρτία,NOUN
1.1.4,,προσευχομένου,,προσεύχομαι,VERB
1.1.4,,δέ,,δέ,ADV
1.1.4,,μου,,ἐγώ,PRON
1.1.4,,ἠνοίγη,,ἀνοίγνυμι,VERB
1.1.4,,ὁ,,,DET
1.1.4,,οὐρανός,",",οὐρανός,NOUN
1.1.4,,καὶ,,καί,ADV
1.1.4,,βλέπω,,βλέπω,VERB
1.1.4,,τὴν,,ὁ,DET
1.1.4,,γυναῖκα,,γυνή,NOUN
1.1.4,,ἐκείνην,",",ἐκεῖνος,ADJ
1.1.4,,ἣν,,ὅς,PRON
1.1.4,,ἐπεθύμησα,",",ἐπιθυμέω,VERB
1.1.4,,ἀσπαζομένην,,ἀσπάζομαι,VERB
1.1.4,,με,,ἐγώ,PRON
1.1.4,,ἐκ,,ἐκ,ADP
1.1.4,,τοῦ,,ὁ,DET
1.1.4,,οὐρανοῦ,",",οὐρανός,NOUN
1.1.4,,λέγουσαν,·,λέγω,VERB
1.1.4,,Ἑρμᾶ,,,NOUN
1.1.4,,χαῖρε,.,χαίρω,VERB
1.1.5,,βλέψας,,βλέπω,VERB
1.1.5,,δὲ,,δέ,ADV
1.1.5,,εἰς,,εἰς,ADP
1.1.5,,αὐτὴν,,αὐτός,PRON
1.1.5,,λέγω,,λέγω,VERB
1.1.5,,αὐτῇ,·,αὐτός,PRON
1.1.5,,Κυρία,",",κυριος,NOUN
1.1.5,,τί,,τίς,PRON
1.1.5,,σὺ,,σύ,PRON
1.1.5,,ὧδε,,ὧδε,ADV
1.1.5,,ποιεῖς,;,ποιέω,VERB
1.1.5,,ἡ,,,DET
1.1.5,,δὲ,,δέ,ADV
1.1.5,,ἀπεκρίθη,,ἀποκρίνω,VERB
1.1.5,,μοι,·,ἐγώ,PRON
1.1.5,,Ἀνελήμφθην,",",,VERB
1.1.5,,ἵνα,,ἵνα,SCONJ
1.1.5,,σοῦ,,σύ,PRON
1.1.5,,τὰς,,ὁ,DET
1.1.5,,ἁμαρτίας,,ἁμαρτία,NOUN
1.1.5,,ἐλέγξω,,ἐλέγχω,VERB
1.1.5,,πρὸς,,πρός,ADP
1.1.5,,τὸν,,ὁ,DET
1.1.5,,κύριον,.,κύριος,NOUN
1.1.6,,λέγω,,λέγω,VERB
1.1.6,,αὐτῇ,·,αὐτός,PRON
1.1.6,,Νῦν,,νῦν,ADV
1.1.6,,σύ,,σύ,PRON
1.1.6,,μου,,ἐγώ,PRON
1.1.6,,ἔλεγχος,,ἔλεγχος,NOUN
1.1.6,,εἶ,;,εἰμί,AUX
1.1.6,,Οὔ,",",οὐ,ADV
1.1.6,,φησίν,",",φημί,VERB
1.1.6,,ἀλλὰ,,ἀλλά,CCONJ
1.1.6,,ἄκουσον,,ἀκούω,VERB
1.1.6,,τὰ,,ὁ,DET
1.1.6,,ῥήματα,",",ῥῆμα,NOUN
1.1.6,,ἅ,,,PRON
1.1.6,,σοι,,σύ,PRON
1.1.6,,μέλλω,,μέλλω,VERB
1.1.6,,λέγειν,.,λέγω,VERB
1.1.6,,ὁ,,,DET
1.1.6,,θεὸς,,θεός,NOUN
1.1.6,,ὁ,,,DET
1.1.6,,ἐν,,ἐν,ADP
1.1.6,,τοῖς,,ὁ,DET
1.1.6,,οὐρανοῖς,,οὐρανός,NOUN
1.1.6,,κατοικῶν,,κατοικέω,VERB
1.1.6,,καὶ,,καί,CCONJ
1.1.6,,κτίσας,,κτίζω,VERB
1.1.6,,ἐκ,,ἐκ,ADP
1.1.6,,τοῦ,,ὁ,DET
1.1.6,,μὴ,,μή,ADV
1.1.6,,ὄντος,,εἰμί,AUX
1.1.6,,τὰ,,ὁ,DET
1.1.6,,ὄντα,,εἰμί,AUX
1.1.6,,καὶ,,καί,CCONJ
1.1.6,,πληθύνας,,πληθύνω,VERB
1.1.6,,καὶ,,καί,CCONJ
1.1.6,,αὐξήσας,,αὐξάνω,VERB
1.1.6,,ἕνεκεν,,ἕνεκα,ADP
1.1.6,,τῆς,,ὁ,DET
1.1.6,,ἁγίας,,ἅγιος,ADJ
1.1.6,,ἐκκλησίας,,ἐκκλησία,NOUN
1.1.6,,αὐτοῦ,,αὐτός,PRON
1.1.6,,ὀργίζεταί,,ὀργίζω,VERB
1.1.6,,σοι,",",σύ,PRON
1.1.6,,ὅτι,,ὅτι,SCONJ
1.1.6,,ἥμαρτες,,ἁμαρτάνω,VERB
1.1.6,,εἰς,,εἰς,ADP
1.1.6,,ἐμέ,.,ἐγώ,PRON
1.1.7,,ἀποκριθεὶς,,ἀποκρίνω,VERB
1.1.7,,αὐτῇ,,αὐτός,PRON
1.1.7,,λέγω,·,λέγω,VERB
1.1.7,,Εἰς,,εἰς,ADP
1.1.7,,σὲ,,σύ,PRON
1.1.7,,ἥμαρτον,;,ἁμαρτάνω,VERB
1.1.7,,ποίῳ,,ποῖος,ADJ
1.1.7,,τόπῳ,,τόπος,NOUN
1.1.7,,ἢ,,,CCONJ
1.1.7,,πότε,,πότε,ADV
1.1.7,,σοι,,σύ,PRON
1.1.7,,αἰσχρὸν,,αἰσχρός,ADJ
1.1.7,,ῥῆμα,,ῥῆμα,NOUN
1.1.7,,ἐλάλησα,;,λαλέω,VERB
1.1.7,,οὐ,,οὐ,ADV
1.1.7,,πάντοτέ,,πάντοτε,ADV
1.1.7,,σε,,σύ,PRON
1.1.7,,ὡς,,ὡς,ADV
1.1.7,,θεὰν,,θεά,NOUN
1.1.7,,ἡγησάμην,;,ἡγέομαι,VERB
1.1.7,,οὐ,,οὐ,ADV
1.1.7,,πάντοτέ,,πάντοτε,ADV
1.1.7,,σε,,σύ,PRON
1.1.7,,ἐνετράπην,,ἐντρέπω,VERB
1.1.7,,ὡς,,ὡς,ADV
1.1.7,,ἀδελφήν,;,ἀδελφή,NOUN
1.1.7,,τί,,τίς,PRON
1.1.7,,μου,,ἐγώ,PRON
1.1.7,,καταψεύδῃ,",",καταψεύδομαι,ADJ
1.1.7,,ὦ,,,INTJ
1.1.7,,γύναι,",",γυνή,NOUN
1.1.7,,τὰ,,ὁ,DET
1.1.7,,πονηρὰ,,πονηρός,ADJ
1.1.7,,ταῦτα,,οὗτος,ADJ
1.1.7,,καὶ,,καί,CCONJ
1.1.7,,ἀκάθαρτα,;,ἀκάθαρτος,ADJ
1.1.8,,γελάσασά,,γελάω,VERB
1.1.8,,μοι,,ἐγώ,PRON
1.1.8,,λέγει,·,λέγω,VERB
1.1.8,,Ἐπὶ,,ἐπί,ADP
1.1.8,,τὴν,,ὁ,DET
1.1.8,,καρδίαν,,καρδία,NOUN
1.1.8,,σου,,σύ,PRON
1.1.8,,ἀνέβη,,ἀναβαίνω,VERB
1.1.8,,ἡ,,,DET
1.1.8,,ἐπιθυμία,,ἐπιθυμία,NOUN
1.1.8,,τῆς,,ὁ,DET
1.1.8,,πονηρίας,.,πονηρία,NOUN
1.1.8,,ἢ,,,ADV
1.1.8,,οὐ,,οὐ,ADV
1.1.8,,δοκεῖ,,δοκέω,VERB
1.1.8,,σοι,,σύ,PRON
1.1.8,,ἀνδρὶ,,ἀνήρ,NOUN
1.1.8,,δικαίῳ,,δίκαιος,ADJ
1.1.8,,πονηρὸν,,πονηρός,ADJ
1.1.8,,πρᾶγμα,,πρᾶγμα,NOUN
1.1.8,,εἶναι,",",εἰμί,AUX
1.1.8,,ἐὰν,,ἐάν,SCONJ
1.1.8,,ἀναβῇ,,ἀναβαίνω,VERB
1.1.8,,αὐτοῦ,,αὐτός,PRON
1.1.8,,ἐπὶ,,ἐπί,ADP
1.1.8,,τὴν,,ὁ,DET
1.1.8,,καρδίαν,,καρδία,NOUN
1.1.8,,ἡ,,,DET
1.1.8,,πονηρὰ,,πονηρός,ADJ
1.1.8,,ἐπιθυμία,;,ἐπιθυμία,NOUN
1.1.8,,ἁμαρτία,,ἁμαρτία,NOUN
1.1.8,,γέ,,γε,ADV
1.1.8,,ἐστιν,",",εἰμί,AUX
1.1.8,,καὶ,,καί,CCONJ
1.1.8,,μεγάλη,",",μέγας,ADJ
1.1.8,,φησίν,.,φημί,VERB
1.1.8,,ὁ,,,DET
1.1.8,,γὰρ,,γάρ,ADV
1.1.8,,δίκαιος,,δίκαιος,ADJ
1.1.8,,ἀνὴρ,,ἀνήρ,NOUN
1.1.8,,δίκαια,,δίκαιος,ADJ
1.1.8,,βουλεύεται,.,βουλεύω,VERB
1.1.8,,ἐν,,ἐν,ADP
1.1.8,,τῷ,,ὁ,DET
1.1.8,,οὖν,,οὖν,ADV
1.1.8,,δίκαια,,δίκαιος,ADJ
1.1.8,,βουλεύεσθαι,,βουλεύω,VERB
1.1.8,,αὐτὸν,,αὐτός,PRON
1.1.8,,κατορθοῦται,,κατορθόω,VERB
1.1.8,,ἡ,,,DET
1.1.8,,δόξα,,δόξα,NOUN
1.1.8,,αὐτοῦ,,αὐτός,PRON
1.1.8,,ἐν,,ἐν,ADP
1.1.8,,τοῖς,,ὁ,DET
1.1.8,,οὐρανοῖς,,οὐρανός,NOUN
1.1.8,,καὶ,,καί,CCONJ
1.1.8,,εὐκατάλλακτον,,εὐκατάλλακτος,ADJ
1.1.8,,ἔχει,,ἔχω,VERB
1.1.8,,τὸν,,ὁ,DET
1.1.8,,κύριον,,κύριος,NOUN
1.1.8,,ἐν,,ἐν,ADP
1.1.8,,παντὶ,,πᾶς,ADJ
1.1.8,,πράγματι,,πρᾶγμα,NOUN
1.1.8,,αὐτοῦ,·,αὐτός,PRON
1.1.8,,οἱ,,ὁ,DET
1.1.8,,δὲ,,δέ,ADV
1.1.8,,πονηρὰ,,πονηρός,ADJ
1.1.8,,βουλευόμενοι,,βουλεύω,VERB
1.1.8,,ἐν,,ἐν,ADP
1.1.8,,ταῖς,,ὁ,DET
1.1.8,,καρδίαις,,καρδία,NOUN
1.1.8,,αὐτῶν,,αὐτός,PRON
1.1.8,,θάνατον,,θάνατος,NOUN
1.1.8,,καὶ,,καί,CCONJ
1.1.8,,αἰχμαλωτισμὸν,,αἰχμαλωτισμός,NOUN
1.1.8,,ἑαυτοῖς,,ἑαυτοῦ,PRON
1.1.8,,ἐπισπῶνται,",",ἐπισπάω,VERB
1.1.8,,μάλιστα,,μάλιστα,ADV
1.1.8,,οἱ,,ὁ,DET
1.1.8,,τὸν,,ὁ,DET
1.1.8,,αἰῶνα,,αἰών,NOUN
1.1.8,,τοῦτον,,οὗτος,ADJ
1.1.8,,περιποιούμενοι,,περιποιέω,VERB
1.1.8,,καὶ,,καί,CCONJ
1.1.8,,γαυριῶντες,,γαυριάω,VERB
1.1.8,,ἐν,,ἐν,ADP
1.1.8,,τῷ,,ὁ,DET
1.1.8,,πλούτῳ,,πλοῦτος,NOUN
1.1.8,,αὐτῶν,,αὐτός,PRON
1.1.8,,καὶ,,καί,CCONJ
1.1.8,,μὴ,,μή,ADV
1.1.8,,ἀντεχόμενοι,,ἀντέχω,VERB
1.1.8,,τῶν,,ὁ,DET
1.1.8,,ἀγαθῶν,,ἀγαθός,ADJ
1.1.8,,τῶν,,ὁ,DET
1.1.8,,μελλόντων,.,μέλλω,VERB
1.1.9,,μετανοήσουσιν,,μετανοέω,VERB
1.1.9,,αἱ,,ὁ,DET
1.1.9,,ψυχαὶ,,ψυχή,NOUN
1.1.9,,αὐτῶν,",",αὐτός,PRON
1.1.9,,οἵτινες,,ὅστις,PRON
1.1.9,,οὐκ,,οὐ,ADV
1.1.9,,ἔχουσιν,,ἔχω,VERB
1.1.9,,ἐλπίδα,",",ἐλπίς,NOUN
1.1.9,,ἀλλὰ,,ἀλλά,CCONJ
1.1.9,,ἑαυτοὺς,,ἑαυτοῦ,PRON
1.1.9,,ἀπεγνώκασιν,,ἀπογιγνώσκω,VERB
1.1.9,,καὶ,,καί,CCONJ
1.1.9,,τὴν,,ὁ,DET
1.1.9,,ζωὴν,,ζωή,NOUN
1.1.9,,αὐτῶν,.,αὐτός,PRON
1.1.9,,ἀλλὰ,,ἀλλά,ADV
1.1.9,,σὺ,,σύ,PRON
1.1.9,,προσεύχου,,προσεύχομαι,VERB
1.1.9,,πρὸς,,πρός,ADP
1.1.9,,τὸν,,ὁ,DET
1.1.9,,θεόν,",",θεός,NOUN
1.1.9,,καὶ,,καί,CCONJ
1.1.9,,ἰάσεται,,,VERB
1.1.9,,τὰ,,ὁ,DET
1.1.9,,ἁμαρτήματά,,ἁμάρτημα,NOUN
1.1.9,,σου,,σύ,PRON
1.1.9,,καὶ,,καί,CCONJ
1.1.9,,ὅλου,,ὅλος,ADJ
1.1.9,,τοῦ,,ὁ,DET
1.1.9,,οἴκου,,οἶκος,NOUN
1.1.9,,σου,,σύ,PRON
1.1.9,,καὶ,,καί,CCONJ
1.1.9,,πάντων,,πᾶς,ADJ
1.1.9,,τῶν,,ὁ,DET
1.1.9,,ἁγίων,.,ἅγιος,ADJ
1.2.1,,Μετὰ,,μετά,ADP
1.2.1,,τὸ,,ὁ,DET
1.2.1,,λαλῆσαι,,λαλέω,VERB
1.2.1,,αὐτὴν,,αὐτός,PRON
1.2.1,,τὰ,,ὁ,DET
1.2.1,,ῥήματα,,ῥῆμα,NOUN
1.2.1,,ταῦτα,,οὗτος,ADJ
1.2.1,,ἐκλείσθησαν,,κλείω,VERB
1.2.1,,οἱ,,ὁ,DET
1.2.1,,οὐρανοί,·,οὐρανός,NOUN
1.2.1,,κἀ,,,PRON
1.2.1,,γὼ,,,PRON
1.2.1,,ὅλος,,ὅλος,ADJ
1.2.1,,ἤμην,,εἰμί,AUX
1.2.1,,πεφρικὼς,,,VERB
1.2.1,,καὶ,,καί,CCONJ
1.2.1,,λυπούμενος,.,λυπέω,VERB
1.2.1,,ἔλεγον,,λέγω,VERB
1.2.1,,δὲ,,δέ,ADV
1.2.1,,ἐν,,ἐν,ADP
1.2.1,,ἐμαυτῷ,·,ἐμαυτοῦ,PRON
1.2.1,,Εἰ,,εἰ,SCONJ
1.2.1,,αὕτη,,οὗτος,ADJ
1.2.1,,μοι,,ἐγώ,PRON
1.2.1,,ἡ,,,DET
1.2.1,,ἁμαρτία,,ἁμαρτία,NOUN
1.2.1,,ἀναγράφεται,",",ἀναγράφω,VERB
1.2.1,,πῶς,,πῶς,ADV
1.2.1,,δυνήσομαι,,δύναμαι,VERB
1.2.1,,σωθῆναι,;,σώζω,VERB
1.2.1,,ἢ,,,ADV
1.2.1,,πῶς,,πῶς,ADV
1.2.1,,ἐξιλάσομαι,,ἐξιλάσκομαι,VERB
1.2.1,,τὸν,,ὁ,DET
1.2.1,,θεὸν,,θεός,NOUN
1.2.1,,περὶ,,περί,ADP
1.2.1,,τῶν,,ὁ,DET
1.2.1,,ἁμαρτιῶν,,ἁμαρτία,NOUN
1.2.1,,μου,,ἐγώ,PRON
1.2.1,,τῶν,,ὁ,DET
1.2.1,,τελείων,;,τέλειος,ADJ
1.2.1,,ἢ,,,CCONJ
1.2.1,,ποίοις,,,ADJ
1.2.1,,ῥήμασιν,,ῥῆμα,NOUN
1.2.1,,ἐρωτήσω,,ἐρωτάω,VERB
1.2.1,,τὸν,,ὁ,DET
1.2.1,,κύριον,",",κύριος,NOUN
1.2.1,,ἵνα,,ἵνα,SCONJ
1.2.1,,ἱλατεύσηταί,,ἱλατεύω,VERB
1.2.1,,μοι,;,ἐγώ,PRON
1.2.2,,ταῦτά,,οὗτος,ADJ
1.2.2,,μου,,ἐγώ,PRON
1.2.2,,συμβουλευομένου,,συμβουλεύω,VERB
1.2.2,,καὶ,,καί,CCONJ
1.2.2,,διακρίνοντος,,διακρίνω,VERB
1.2.2,,ἐν,,ἐν,ADP
1.2.2,,τῇ,,ὁ,DET
1.2.2,,κάρδίᾳ,,,NOUN
1.2.2,,μου,",",ἐγώ,PRON
1.2.2,,βλέπω,,βλέπω,VERB
1.2.2,,κατέναντί,,κατέναντι,ADP
1.2.2,,μου,,ἐγώ,PRON
1.2.2,,καθέδραν,,καθέδρα,NOUN
1.2.2,,λευκὴν,,λευκός,ADJ
1.2.2,,ἐξ,,ἐκ,ADP
1.2.2,,ἐρίων,,ἐριον,NOUN
1.2.2,,χιονίνων,,χιόνινος,NOUN
1.2.2,,γεγονυῖαν,,γίγνομαι,VERB
1.2.2,,μεγάλην,·,μέγας,ADJ
1.2.2,,καὶ,,καί,CCONJ
1.2.2,,ἦλθεν,,ἔρχομαι,VERB
1.2.2,,γυνὴ,,γυνή,NOUN
1.2.2,,πρεσβῦτις,,πρεσβῦτις,NOUN
1.2.2,,ἐν,,ἐν,ADP
1.2.2,,ἱματισμῷ,,ἱματισμός,NOUN
1.2.2,,λαμπροτάτῳ,",",λαμπρός,ADJ
1.2.2,,ἔχουσα,,ἔχω,VERB
1.2.2,,βιβλίον,,βιβλίον,NOUN
1.2.2,,εἰς,,εἰς,ADP
1.2.2,,τὰς,,ὁ,DET
1.2.2,,χεῖρας,",",χείρ,NOUN
1.2.2,,καὶ,,καί,CCONJ
1.2.2,,ἐκάθισεν,,καθίζω,VERB
1.2.2,,μόνη,,μόνος,ADJ
1.2.2,,καὶ,,καί,CCONJ
1.2.2,,ἀσπάζεταί,,ἀσπάζομαι,VERB
1.2.2,,με,·,ἐγώ,PRON
1.2.2,,Ἑρμᾶ,",",,NOUN
1.2.2,,χαῖρε,.,χαίρω,VERB
1.2.2,,κἀ,,,PRON
1.2.2,,γὼ,,,PRON
1.2.2,,λυπούμενος,,λυπέω,VERB
1.2.2,,καὶ,,καί,CCONJ
1.2.2,,κλαίων,,κλαίω,VERB
1.2.2,,εἶπον,·,εἶπον,VERB
1.2.2,,Κυρία,",",,NOUN
1.2.2,,χαῖρε,.,χαίρω,VERB
1.2.3,,καὶ,,καί,CCONJ
1.2.3,,εἶπέν,,εἶπον,VERB
1.2.3,,μοι,·,ἐγώ,PRON
1.2.3,,Τί,,τις,PRON
1.2.3,,στυγνός,",",στυγνός,ADJ
1.2.3,,Ἑρμᾶ,;,,NOUN
1.2.3,,ὁ,,,DET
1.2.3,,μακρόθυμος,,μακρόθυμος,ADJ
1.2.3,,καὶ,,καί,CCONJ
1.2.3,,ἀστομάχητος,",",ἀστομάχητος,ADJ
1.2.3,,ὁ,,,DET
1.2.3,,πάντοτε,,πάντοτε,ADV
1.2.3,,γελῶν,",",γελάω,VERB
1.2.3,,τί,,τίς,PRON
1.2.3,,οὕτω,,οὕτως,ADV
1.2.3,,κατηφὴς,,κατηφής,VERB
1.2.3,,τῇ,,ὁ,DET
1.2.3,,ἰδέᾳ,,ἰδέα,NOUN
1.2.3,,καὶ,,καί,CCONJ
1.2.3,,οὐχ,,οὐ,ADV
1.2.3,,ἱλαρός,;,ἱλαρός,ADJ
1.2.3,,κἀ,,,PRON
1.2.3,,γὼ,,,PRON
1.2.3,,εἶπον,,εἶπον,VERB
1.2.3,,αὐτῇ,·,αὐτός,PRON
1.2.3,,Ὑπὸ,,ὑπό,ADP
1.2.3,,γυναικὸς,,γυνή,NOUN
1.2.3,,ἀγαθωτάτης,,,ADJ
1.2.3,,λεγούσης,",",λέγω,VERB
1.2.3,,ὅτι,,ὅτι,SCONJ
1.2.3,,ἥμαρτον,,ἁμαρτάνω,VERB
1.2.3,,εἰς,,εἰς,ADP
1.2.3,,αὐτήν,.,αὐτός,ADJ
1.2.4,,ἡ,,,DET
1.2.4,,δὲ,,δέ,ADV
1.2.4,,ἔφη,·,φημί,VERB
1.2.4,,Μηδαμῶς,,,ADV
1.2.4,,ἐπὶ,,ἐπί,ADP
1.2.4,,τὸν,,ὁ,DET
1.2.4,,δοῦλον,,δοῦλος,NOUN
1.2.4,,τοῦ,,ὁ,DET
1.2.4,,θεοῦ,,θεός,NOUN
1.2.4,,τὸ,,ὁ,DET
1.2.4,,πρᾶγμα,,πρᾶγμα,NOUN
1.2.4,,τοῦτο,.,οὗτος,ADJ
1.2.4,,ἀλλὰ,,ἀλλά,ADV
1.2.4,,πάντως,,πάντως,ADV
1.2.4,,ἐπὶ,,ἐπί,ADP
1.2.4,,τὴν,,ὁ,DET
1.2.4,,καρδίαν,,καρδία,NOUN
1.2.4,,σου,,σύ,PRON
1.2.4,,ἀνέβη,,ἀναβαίνω,VERB
1.2.4,,περὶ,,περί,ADP
1.2.4,,αὐτῆς,.,αὐτός,PRON
1.2.4,,ἔστιν,,εἰμί,AUX
1.2.4,,μὲν,,μέν,ADV
1.2.4,,τοῖς,,ὁ,DET
1.2.4,,δούλοις,,δοῦλος,NOUN
1.2.4,,τοῦ,,ὁ,DET
1.2.4,,θεοῦ,,θεός,NOUN
1.2.4,,ἡ,,,DET
1.2.4,,τοιαύτη,,τοιοῦτος,ADJ
1.2.4,,βουλὴ,,βουλή,NOUN
