reference,leader,word,trailer,lemma
13.2,,ἡμῶν,,ἐγώ
13.2,,ἀνήκουσαν,.,ἀνήκω
13.2,,Et,,
13.2,,de,,
13.2,,ipso,,
13.2,,Ignatio,,
13.2,,et,,
13.2,,de,,
13.2,,his,",",
13.2,,qui,,
13.2,,cum,,
13.2,,eo,,
13.2,,sunt,",",
13.2,,quod,,
13.2,,certius,,
13.2,,agnoveritis,",",
13.2,,significate,.,
14.1,,Haec,,
14.1,,vobis,,
14.1,,scripsi,,
14.1,,per,,πέρ
14.1,,Crescentem,",",
14.1,,quem,,
14.1,,in,,
14.1,,praesenti,,
14.1,,commendavi,,
14.1,,vobis,,
14.1,,et,,
14.1,,nunc,,
14.1,,commendo,.,
14.1,,Conversatus,,
14.1,,est,,
14.1,,enim,,
14.1,,nobiscum,,
14.1,,inculpabiliter,;,
14.1,,credo,,
14.1,,quia,,
14.1,,et,,
14.1,,vobiscum,,
14.1,,similiter,.,
14.1,,Sororem,,
14.1,,autem,,
14.1,,eius,,
14.1,,habebitis,,
14.1,,commendatam,",",
14.1,,cum,,
14.1,,venerit,,
14.1,,ad,,
14.1,,vos,.,
14.1,,Incolumes,,
14.1,,estote,,
14.1,,in,,
14.1,,domino,,
14.1,,Iesu,,
14.1,,Christo,,
14.1,,in,,
14.1,,gratia,,
14.1,,cum,,
14.1,,omnibus,,
14.1,,vestris,.,
14.1,,Amen,.,
