,reference,token,lemma
1671,11.2,φιλοξενίαν,φιλοξενία
1672,11.2,ἐσώθη,
1673,11.2,Ῥαὰβ,
1674,11.2,ἡ,ὁ
1675,11.2,πόρνη,πόρνη
1676,11.2,ἐκπεμφθέντων,ἐκπέμπω
1677,11.2,γὰρ,γάρ
1678,11.2,ὑπὸ,ὑπό
1679,11.2,Ἰησοῦ,Ἰησοῦς
1680,11.2,τοῦ,
1681,11.2,τοῦ,
1682,12.1,Ναυὴ,
1683,12.1,κατασκόπων,κατάσκοπος
1684,12.1,εἰς,εἰς
1685,12.1,τὴν,ὁ
1686,12.1,Ἱεριχώ,
1687,12.1,ἔγνω,γιγνώσκω
1688,12.1,ὁ,ὁ
1689,12.1,βασιλεὺς,βασιλεύς
1690,12.2,τῆς,ὁ
1691,12.2,γῆς,
1692,12.2,ὅτι,
1693,12.2,ἥκασιν,
1694,12.2,κατασκοπεῦσαι,
1695,12.2,τὴν,ὁ
1696,12.2,χώραν,χώρα
1697,12.2,αὐτῶν,αὐτός
1698,12.2,καὶ,καί
1699,12.2,ἐξέπεμψεν,ἐκπέμπω
1700,12.2,ἄνδρας,ἀνήρ
1701,12.2,τοὺς,ὁ
1702,12.2,συλλημψομένους,
1703,12.2,αὐτούς,αὐτός
1704,12.2,ὅπως,ὅπως
1705,12.2,συλλημφθέντες,
1706,12.2,θανατωθῶσιν,θανατόω
1707,12.2,ἡ,ὁ
1708,12.2,οὖν,οὖν
1709,12.2,φιλόξενος,φιλόξενος
1710,12.2,Ῥαὰβ,
1711,12.2,εἰσδεξαμένη,εἰσδέχομαι
1712,12.2,αὐτοὺς,αὐτός
1713,12.2,ἔκρυψεν,κρύπτω
1714,12.2,εἰς,εἰς
1715,12.2,τὸ,ὁ
1716,12.2,ὑπερῷον,
1717,12.2,ὑπὸ,ὑπό
1718,12.2,τὴν,ὁ
1719,12.2,λινοκαλάμην,λινοκαλάμη
1720,12.3,ἐπισταθέντων,ἐφίστημι
1721,12.3,δὲ,δέ
1722,12.3,τῶν,ὁ
1723,12.3,παρὰ,
1724,12.3,τοῦ,
1725,12.3,βασιλέως,βασιλεύς
1726,12.3,καὶ,καί
1727,12.3,λεγόντων,
1728,12.3,Πρὸς,πρός
1729,12.3,σὲ,
1730,12.3,εἰσῆλθον,εἰσέρχομαι
1731,12.3,οἱ,
1732,12.3,κατάσκοποι,κατάσκοπος
1733,12.4,τῆς,ὁ
1734,12.4,γῆς,
1735,12.4,ἡμῶν,
1736,12.4,ἐξάγαγε,ἐξάγω
1737,12.4,αὐτούς,αὐτός
1738,12.4,ὁ,ὁ
1739,12.4,γὰρ,γάρ
1740,12.4,βασιλεὺς,βασιλεύς
1741,12.4,οὕτως,οὕτως
1742,12.4,κελεύει,κελεύω
1743,12.4,ἥδε,ὅδε
1744,12.4,ἀπεκρίθη,ἀποκρίνω
1745,12.4,Εἰσῆλθον,εἰσέρχομαι
1746,12.4,μὲν,μέν
1747,12.4,οἱ,
1748,12.4,ἄνδρες,ἀνήρ
1749,12.4,οὓς,ὅς
1750,12.4,ζητεῖτε,ζητέω
1751,12.4,πρός,πρός
1752,12.4,με,ἐγώ
1753,12.4,ἀλλ’,
1754,12.4,εὐθέως,
1755,12.4,ἀπῆλθον,ἀπέρχομαι
1756,12.4,καὶ,καί
1757,12.4,πορεύονται,πορεύω
1758,12.4,τῇ,
1759,12.4,ὁδῷ,
1760,12.4,ὑποδεικνύουσα,ὑποδείκνυμι
1761,12.4,αὐτοῖς,αὐτός
1762,12.4,ἐναλλάξ,ἐναλλάξ
1763,12.4,καὶ,καί
1764,12.4,εἶπεν,εἶπον
1765,12.4,πρὸς,πρός
1766,12.4,τοὺς,ὁ
1767,12.4,ἄνδρας,ἀνήρ
1768,12.4,Γινώσκουσα,γιγνώσκω
1769,12.4,γινώσκω,γιγνώσκω
1770,12.4,ἐγώ,ἐγώ
1771,12.4,ὅτι,
1772,12.4,κύριος,
1773,12.4,ὁ,ὁ
1774,12.4,θεὸς,θεός
1775,12.4,παραδίδωσιν,παραδίδωμι
1776,12.5,ὑμῖν,σύ
1777,12.5,τὴν,ὁ
1778,12.5,γῆν,
1779,12.5,ταύτην,οὗτος
1780,12.5,ὁ,ὁ
1781,12.5,γὰρ,γάρ
1782,12.5,φόβος,φόβος
1783,12.5,καὶ,καί
1784,12.5,ὁ,ὁ
1785,12.5,τρόμος,τρόμος
1786,12.5,ὑμῶν,
1787,12.5,ἐπέπεσεν,ἐπιπίπτω
1788,12.5,τοῖς,ὁ
1789,12.5,κατοικοῦσιν,κατοικέω
1790,12.5,αὐτήν,αὐτός
1791,12.5,ὡς,ὡς
1792,12.5,ἐὰν,ἐάν
1793,12.5,οὖν,οὖν
1794,12.5,γένηται,γίγνομαι
1795,12.5,λαβεῖν,λαμβάνω
1796,12.5,αὐτὴν,αὐτός
1797,12.5,ὑμᾶς,
1798,12.5,διασώσατέ,διασῴζω
1799,12.5,με,ἐγώ
1800,12.5,καὶ,καί
1801,12.5,τὸν,ὁ
1802,12.5,οἶκον,οἶκος
1803,12.5,τοῦ,
1804,12.5,πατρός,πατήρ
1805,12.5,μου,ἐγώ
1806,12.5,καὶ,καί
1807,12.5,εἶπαν,εἶπον
1808,12.5,αὐτῇ,αὐτός
1809,12.5,Ἔσται,εἰμί
1810,12.5,οὕτως,οὕτως
1811,12.5,ὡς,ὡς
1812,12.5,ἐλάλησας,λαλέω
1813,12.5,ἡμῖν,ἐγώ
1814,12.5,ὡς,ὡς
1815,12.5,ἐὰν,ἐάν
1816,12.5,οὖν,οὖν
1817,12.5,γνῷς,γιγνώσκω
1818,12.5,παραγινομένους,παραγίγνομαι
1819,12.5,ἡμᾶς,
1820,12.6,συνάξεις,
1821,12.6,πάντας,πᾶς
1822,12.6,τοὺς,ὁ
1823,12.6,σοὺς,σός
1824,12.6,ὑπὸ,ὑπό
1825,12.6,τὸ,ὁ
1826,12.6,στέγος,στέγος
1827,12.6,σου,σύ
1828,12.6,καὶ,καί
1829,12.6,διασωθήσονται,διασῴζω
1830,12.6,ὅσοι,ὅσος
1831,12.6,γὰρ,γάρ
1832,12.6,ἐὰν,ἐάν
1833,12.6,εὑρεθῶσιν,εὑρίσκω
1834,12.6,ἔξω,
1835,12.6,τῆς,ὁ
1836,12.6,οἰκίας,οἰκία
1837,12.6,ἀπολοῦνται,
1838,12.6,καὶ,καί
1839,12.6,προσέθεντο,προστίθημι
1840,12.6,αὐτῇ,αὐτός
1841,12.6,δοῦναι,δίδωμι
1842,12.6,σημεῖον,σημεῖον
1843,12.6,ὅπως,ὅπως
1844,12.6,ἐκκρεμάσῃ,
1845,12.6,ἐκ,ἐκ
1846,12.6,τοῦ,
1847,12.6,οἴκου,οἶκος
1848,12.6,αὐτῆς,αὐτός
1849,12.6,κόκκινον,κόκκινος
1850,12.6,πρόδηλον,πρόδηλος
1851,12.7,ποιοῦντες,
1852,12.7,ὅτι,
1853,12.7,διὰ,διά
1854,12.7,τοῦ,
1855,12.7,αἵματος,αἷμα
1856,12.7,τοῦ,
1857,12.7,κυρίου,
1858,12.7,λύτρωσις,λύτρωσις
1859,12.7,ἔσται,εἰμί
1860,12.7,πᾶσιν,
1861,12.7,τοῖς,ὁ
1862,12.7,πιστεύουσιν,πιστεύω
1863,12.7,καὶ,καί
1864,12.7,ἐλπίζουσιν,ἐλπίζω
1865,12.7,ἐπὶ,ἐπί
1866,12.7,τὸν,ὁ
1867,12.7,θεόν,θεός
1868,12.7,ὁρᾶτε,ὁράω
1869,12.7,ἀγαπητοί,ἀγαπητός
1870,12.7,ὅτι,
1871,12.7,οὐ,οὐ
1872,12.7,μόνον,μόνος
1873,12.7,πίστις,πίστις
1874,12.7,ἀλλὰ,ἀλλά
1875,12.7,καὶ,καί
1876,12.7,προφητεία,προφητεία
1877,12.7,ἐν,
1878,12.7,τῇ,
1879,12.7,γυναικὶ,γυνή
1880,12.7,γέγονεν,γίγνομαι
1881,12.7,Ταπεινοφρονήσωμεν,ταπεινοφρονέω
1882,12.8,οὖν,οὖν
1883,12.8,ἀδελφοί,ἀδελφός
1884,12.8,ἀποθέμενοι,ἀποτίθημι
1885,12.8,πᾶσαν,πᾶς
1886,12.8,ἀλαζονείαν,ἀλαζονεία
1887,12.8,καὶ,καί
1888,12.8,τῦφος,τῦφος
1889,12.8,καὶ,καί
1890,12.8,ἀφροσύνην,ἀφροσύνη
1891,13.1,καὶ,καί
1892,13.1,ὀργάς,
1893,13.1,καὶ,καί
1894,13.1,ποιήσωμεν,ποιέω
1895,13.1,τὸ,ὁ
1896,13.1,γεγραμμένον,γράφω
1897,13.1,λέγει,
1898,13.1,γὰρ,γάρ
1899,13.1,τὸ,ὁ
1900,13.1,πνεῦμα,πνεῦμα
1901,13.1,τὸ,ὁ
1902,13.1,ἅγιον,ἅγιος
1903,13.1,Μὴ,μή
1904,13.1,καυχάσθω,καυχάομαι
1905,13.1,ὁ,ὁ
1906,13.1,σοφὸς,σοφός
1907,13.1,ἐν,
1908,13.1,τῇ,
1909,13.1,σοφίᾳ,σοφία
1910,13.1,αὐτοῦ,
1911,13.1,μηδὲ,μηδέ
1912,13.1,ὁ,ὁ
1913,13.1,ἰσχυρὸς,ἰσχυρός
1914,13.1,ἐν,
1915,13.1,τῇ,
1916,13.1,ἰσχύϊ,ἰσχύς
1917,13.1,αὐτοῦ,
1918,13.1,μηδὲ,μηδέ
1919,13.1,ὁ,ὁ
1920,13.1,πλούσιος,πλούσιος
1921,13.1,ἐν,
1922,13.1,τῷ,
1923,13.1,πλούτῳ,πλοῦτος1
1924,13.1,αὐτοῦ,
1925,13.1,ἀλλ’,
1926,13.1,ἤ,
1927,13.1,ὁ,ὁ
1928,13.1,καυχώμενος,καυχάομαι
1929,13.1,ἐν,
1930,13.1,κυρίῳ,κύριος
1931,13.1,καυχάσθω,καυχάομαι
1932,13.1,τοῦ,
1933,13.1,ἐκζητεῖν,ἐκζητέω
1934,13.1,αὐτὸν,αὐτός
1935,13.1,καὶ,καί
1936,13.1,ποιεῖν,ποιέω
1937,13.1,κρίμα,κρίμα
1938,13.1,καὶ,καί
1939,13.1,δικαιοσύνην,δικαιοσύνη
1940,13.1,μάλιστα,μάλιστα
1941,13.1,μεμνημένοι,μιμνήσκω
1942,13.1,τῶν,ὁ
1943,13.1,λόγων,
1944,13.1,τοῦ,
1945,13.1,κυρίου,
1946,13.1,Ἰησοῦ,Ἰησοῦς
1947,13.1,οὓς,ὅς
1948,13.1,ἐλάλησεν,λαλέω
1949,13.1,διδάσκων,διδάσκω
1950,13.1,ἐπιείκειαν,ἐπιείκεια
1951,13.1,καὶ,καί
1952,13.1,μακροθυμίαν,μακροθυμία
1953,13.1,οὕτως,οὕτως
1954,13.1,γὰρ,γάρ
1955,13.1,εἶπεν,εἶπον
1956,13.1,Ἐλεᾶτε,ἐλεάω
1957,13.1,ἵνα,ἵνα
1958,13.1,ἐλεηθῆτε,
1959,13.1,ἀφίετε,ἀφίημι
1960,13.1,ἵνα,ἵνα
1961,13.1,ἀφεθῇ,ἀφίημι
1962,13.1,ὑμῖν,σύ
1963,13.1,ὡς,ὡς
1964,13.1,ποιεῖτε,ποιέω
1965,13.1,οὕτω,οὕτως
1966,13.1,ποιηθήσεται,ποιέω
1967,13.2,ὑμῖν,σύ
1968,13.2,ὡς,ὡς
1969,13.2,δίδοτε,δίδωμι
1970,13.2,οὕτως,οὕτως
1971,13.2,δοθήσεται,δίδωμι
1972,13.2,ὑμῖν,σύ
1973,13.2,ὡς,ὡς
1974,13.2,κρίνετε,κρίνω
1975,13.2,οὕτως,οὕτως
1976,13.2,κριθήσεσθε,
1977,13.2,ὡς,ὡς
1978,13.2,χρηστεύεσθε,χρηστεύομαι
1979,13.2,οὕτως,οὕτως
1980,13.2,χρηστευθήσεται,χρηστεύομαι
1981,13.2,ὑμῖν,σύ
1982,13.2,ᾧ,ὅς
1983,13.2,μέτρῳ,μέτρον
1984,13.2,μετρεῖτε,μετρέω
1985,13.2,ἐν,
1986,13.2,αὐτῷ,αὐτός
1987,13.2,μετρηθήσεται,μετρέω
1988,13.2,ὑμῖν,σύ
1989,13.2,ταύτῃ,
1990,13.2,τῇ,
1991,13.2,ἐντολῇ,
1992,13.2,καὶ,καί
1993,13.2,τοῖς,ὁ
1994,13.2,παραγγέλμασιν,παράγγελμα
1995,13.2,τούτοις,οὗτος
1996,13.2,στηρίξωμεν,στηρίζω
1997,13.2,ἑαυτοὺς,ἑαυτοῦ
1998,13.2,εἰς,εἰς
1999,13.2,τὸ,ὁ
2000,13.2,πορεύεσθαι,πορεύω
2001,13.2,ὑπηκόους,
2002,13.3,ὄντας,εἰμί
2003,13.3,τοῖς,ὁ
2004,13.3,ἁγιοπρεπέσι,
2005,13.3,λόγοις,λόγος
2006,13.3,αὐτοῦ,
2007,13.3,ταπεινοφρονοῦντες,ταπεινοφρονέω
2008,13.3,φησὶν,φημί
2009,13.3,γὰρ,γάρ
2010,13.3,ὁ,ὁ
2011,13.3,ἅγιος,
2012,13.3,λόγος,λόγος
2013,13.3,Ἐπὶ,ἐπί
2014,13.3,τίνα,
2015,13.3,ἐπιβλέψω,ἐπιβλέπω
2016,13.3,ἀλλ’,
2017,13.3,ἢ,
2018,13.3,ἐπὶ,ἐπί
2019,13.3,τὸν,ὁ
2020,13.3,πραῢν,πρᾶος
2021,13.3,καὶ,καί
2022,13.3,ἡσύχιον,
2023,13.3,καὶ,καί
2024,13.3,τρέμοντά,τρέμω
2025,13.3,μου,ἐγώ
2026,13.3,τὰ,
2027,13.3,λόγια,
2028,13.3,Δίκαιον,
2029,13.3,οὖν,οὖν
2030,13.3,καὶ,καί
2031,13.4,ὅσιον,ὅσιος
2032,13.4,ἄνδρες,ἀνήρ
2033,13.4,ἀδελφοί,ἀδελφός
2034,13.4,ὑπηκόους,
2035,13.4,ἡμᾶς,
2036,13.4,μᾶλλον,μᾶλλον
2037,13.4,γενέσθαι,γίγνομαι
2038,13.4,τῷ,
2039,13.4,θεῷ,
2040,13.4,ἢ,
2041,13.4,τοῖς,ὁ
2042,13.4,ἐν,
2043,13.4,ἀλαζονείᾳ,ἀλαζονεία
2044,14.1,καὶ,καί
2045,14.1,ἀκαταστασίᾳ,ἀκαταστασία
2046,14.1,μυσεροῦ,μυσερός
2047,14.1,ζήλους,
2048,14.1,ἀρχηγοῖς,ἀρχηγός
2049,14.1,ἐξακολουθεῖν,ἐξακολουθέω
2050,14.1,βλάβην,
2051,14.1,γὰρ,γάρ
2052,14.1,οὐ,οὐ
2053,14.1,τὴν,ὁ
2054,14.1,τυχοῦσαν,τυγχάνω
2055,14.1,μᾶλλον,μᾶλλον
2056,14.1,δὲ,δέ
2057,14.1,κίνδυνον,κίνδυνος
2058,14.1,ὑποίσομεν,
2059,14.1,μέγαν,μέγας
2060,14.1,ἐὰν,ἐάν
2061,14.1,ῥιψοκινδύνως,ῥιψοκίνδυνος
2062,14.1,ἐπιδῶμεν,
2063,14.1,ἑαυτοὺς,ἑαυτοῦ
2064,14.2,τοῖς,ὁ
2065,14.2,θελήμασιν,θέλημα
2066,14.2,τῶν,ὁ
2067,14.2,ἀνθρώπων,ἄνθρωπος
2068,14.2,οἵτινες,ὅστις
2069,14.2,ἐξακοντίζουσιν,ἐξακοντίζω
2070,14.2,εἰς,εἰς
2071,14.2,ἔριν,ἔρις
2072,14.2,καὶ,καί
2073,14.2,στάσεις,
2074,14.2,εἰς,εἰς
2075,14.2,τὸ,ὁ
2076,14.2,ἀπαλλοτριῶσαι,ἀπαλλοτριόω
2077,14.2,ἡμᾶς,
2078,14.2,τοῦ,
2079,14.2,καλῶς,καλός
2080,14.2,ἔχοντος,ἔχω
2081,14.2,χρηστευσώμεθα,χρηστεύομαι
2082,14.2,ἑαυτοῖς,ἑαυτοῦ
2083,14.2,κατὰ,κατά
2084,14.2,τὴν,ὁ
2085,14.2,εὐσπλαγχνίαν,εὐσπλαγχνία
2086,14.2,καὶ,καί
2087,14.2,γλυκύτητα,γλυκύτης
2088,14.2,τοῦ,
2089,14.2,ποιήσαντος,ποιέω
2090,14.2,ἡμᾶς,
2091,14.2,γέγραπται,γράφω
2092,14.2,γάρ,γάρ
2093,14.3,Χρηστοὶ,χρηστός
2094,14.3,ἔσονται,εἰμί
2095,14.3,οἰκήτορες,οἰκήτωρ
2096,14.3,γῆς,
2097,14.3,ἄκακοι,ἄκακος
2098,14.3,δὲ,δέ
2099,14.3,ὑπολειφθήσονται,ὑπολείπω
2100,14.3,ἐπ’,
2101,14.3,αὐτῆς,αὐτός
2102,14.3,οἱ,
2103,14.3,δὲ,δέ
2104,14.3,παρανομοῦντες,παρανομέω
2105,14.4,ἐξολεθρευθήσονται,ἐξολεθρεύω
2106,14.4,ἀπ’,
2107,14.4,αὐτῆς,αὐτός
2108,14.4,καὶ,καί
2109,14.4,πάλιν,πάλιν
2110,14.4,λέγει,
2111,14.4,Εἶδον,
2112,14.4,ἀσεβῆ,ἀσεβής
2113,14.4,ὑπερυψούμενον,ὑπερυψόω
2114,14.4,καὶ,καί
2115,14.4,ἐπαιρόμενον,ἐπαίρω
2116,14.4,ὡς,ὡς
2117,14.4,τὰς,ὁ
2118,14.4,κέδρους,
2119,14.4,τοῦ,
2120,14.4,Λιβάνου,
2121,14.4,καὶ,καί
2122,14.4,παρῆλθον,παρέρχομαι
2123,14.5,καὶ,καί
2124,14.5,ἰδοὺ,ἰδού
2125,14.5,οὐκ,οὐ
2126,14.5,ἦν,
2127,14.5,καὶ,καί
2128,14.5,ἐξεζήτησα,ἐκζητέω
2129,14.5,τὸν,ὁ
2130,14.5,τόπον,τόπος
2131,14.5,αὐτοῦ,
2132,14.5,καὶ,καί
2133,14.5,οὐχ,οὐ
2134,14.5,εὗρον,εὑρίσκω
2135,14.5,φύλασσε,
2136,14.5,ἀκακίαν,ἀκακία
2137,14.5,καὶ,καί
2138,14.5,ἴδε,
2139,14.5,εὐθύτητα,εὐθύτης
2140,14.5,ὅτι,
2141,14.5,ἐστὶν,εἰμί
2142,14.5,ἐγκατάλειμμα,ἐγκατάλειμμα
2143,14.5,ἀνθρώπῳ,ἄνθρωπος
2144,14.5,εἰρηνικῷ,εἰρηνικός
2145,14.5,Τοίνυν,τοίνυν
2146,14.5,κολληθῶμεν,κολλάω
2147,14.5,τοῖς,ὁ
2148,14.5,μετ’,
2149,14.5,εὐσεβείας,εὐσέβεια
2150,14.5,εἰρηνεύουσιν,εἰρηνεύω
2151,14.5,καὶ,καί
2152,14.5,μὴ,μή
2153,14.5,τοῖς,ὁ
2154,14.5,μεθ’,
2155,14.5,ὑποκρίσεως,ὑπόκρισις
2156,14.5,βουλομένοις,βούλομαι
2157,14.5,εἰρήνην,εἰρήνη
2158,15.1,λέγει,
2159,15.1,γάρ,γάρ
2160,15.1,που,πού
2161,15.1,Οὗτος,οὗτος
2162,15.1,ὁ,ὁ
2163,15.1,λαὸς,λαός
2164,15.1,τοῖς,ὁ
2165,15.1,χείλεσίν,χεῖλος
2166,15.1,με,ἐγώ
2167,15.1,τιμᾷ,
2168,15.1,ἡ,ὁ
2169,15.1,δὲ,δέ
2170,15.1,καρδία,
2171,15.1,αὐτῶν,αὐτός
2172,15.1,πόρρω,πρόσω
2173,15.1,ἄπεστιν,ἄπειμι1
2174,15.1,ἀπ’,
2175,15.1,ἐμοῦ,
2176,15.1,καὶ,καί
2177,15.1,πάλιν,πάλιν
2178,15.2,Τῷ,
2179,15.2,στόματι,στόμα
2180,15.2,αὐτῶν,αὐτός
2181,15.2,εὐλογοῦσιν,εὐλογέω
2182,15.2,τῇ,
2183,15.2,δὲ,δέ
2184,15.2,καρδίᾳ,καρδία
2185,15.2,αὐτῶν,αὐτός
2186,15.2,κατηρῶντο,
2187,15.2,καὶ,καί
2188,15.2,πάλιν,πάλιν
2189,15.2,λέγει,
2190,15.2,Ἠγάπησαν,ἀγαπάω
2191,15.2,αὐτὸν,αὐτός
2192,15.3,τῷ,
2193,15.3,στόματι,στόμα
2194,15.3,αὐτῶν,αὐτός
2195,15.3,καὶ,καί
2196,15.3,τῇ,
2197,15.3,γλώσσῃ,γλῶσσα
2198,15.3,αὐτῶν,αὐτός
2199,15.3,ἐψεύσαντο,ψεύδω
2200,15.3,αὐτόν,αὐτός
2201,15.3,ἡ,ὁ
2202,15.3,δὲ,δέ
2203,15.3,καρδία,
2204,15.3,αὐτῶν,αὐτός
2205,15.4,οὐκ,οὐ
2206,15.4,εὐθεῖα,
2207,15.4,μετ’,
2208,15.4,αὐτοῦ,
2209,15.4,οὐδὲ,
2210,15.4,ἐπιστώθησαν,πιστόω
2211,15.4,ἐν,
2212,15.4,τῇ,
2213,15.4,διαθήκῃ,διαθήκη
2214,15.4,αὐτοῦ,
2215,15.4,διὰ,διά
2216,15.4,τοῦτο,οὗτος
2217,15.4,ἄλαλα,ἄλαλος
2218,15.4,γενηθήτω,γίγνομαι
2219,15.4,τὰ,
2220,15.4,χείλη,χεῖλος
2221,15.4,τὰ,
2222,15.4,δόλια,δόλιος
2223,15.4,τὰ,
2224,15.4,λαλοῦντα,λαλέω
2225,15.4,κατὰ,κατά
2226,15.4,τοῦ,
2227,15.4,δικαίου,
2228,15.4,ἀνομίαν,ἀνομία
2229,15.4,καὶ,καί
2230,15.4,πάλιν,πάλιν
2231,15.4,Ἐξολεθρεύσαι,ἐξολεθρεύω
2232,15.5,κύριος,
2233,15.5,πάντα,πᾶς
2234,15.5,τὰ,
2235,15.5,χείλη,χεῖλος
2236,15.5,τὰ,
2237,15.5,δόλια,δόλιος
2238,15.5,γλῶσσαν,γλῶσσα
2239,15.5,μεγαλορήμονα,
2240,15.5,τοὺς,ὁ
2241,15.5,εἰπόντας,εἶπον
2242,15.5,Τὴν,ὁ
2243,15.5,γλῶσσαν,γλῶσσα
2244,15.5,ἡμῶν,
2245,15.5,μεγαλυνοῦμεν,μεγαλύνω
2246,15.5,τὰ,
2247,15.5,χείλη,χεῖλος
2248,15.5,ἡμῶν,
2249,15.5,παρ’,
2250,15.5,ἡμῖν,ἐγώ
2251,15.5,ἐστιν,εἰμί
2252,15.5,τίς,
2253,15.5,ἡμῶν,
2254,15.5,κύριός,
2255,15.5,ἐστιν,εἰμί
2256,15.5,ἀπὸ,ἀπό
2257,15.5,τῆς,ὁ
2258,15.5,ταλαιπωρίας,ταλαιπωρία
2259,15.5,τῶν,ὁ
2260,15.5,πτωχῶν,πτωχός
2261,15.5,καὶ,καί
2262,15.5,τοῦ,
2263,15.5,στεναγμοῦ,στεναγμός
2264,15.5,τῶν,ὁ
2265,15.5,πενήτων,
2266,15.5,νῦν,νῦν
2267,15.5,ἀναστήσομαι,ἀνίστημι
2268,15.5,λέγει,
2269,15.5,κύριος,
2270,15.5,θήσομαι,τίθημι
2271,15.5,ἐν,
2272,15.6,σωτηρίῳ,σωτήριος
2273,15.6,παρρησιάσομαι,παρρησιάζομαι
2274,15.6,ἐν,
2275,15.6,αὐτῷ,αὐτός
2276,15.6,Ταπεινοφρονούντων,ταπεινοφρονέω
2277,15.6,γάρ,γάρ
2278,15.6,ἐστιν,εἰμί
2279,15.6,ὁ,ὁ
2280,15.6,Χριστός,χριστός
2281,15.6,οὐκ,οὐ
2282,15.6,ἐπαιρομένων,ἐπαίρω
2283,15.6,ἐπὶ,ἐπί
2284,15.6,τὸ,ὁ
2285,15.6,ποίμνιον,
2286,15.6,αὐτοῦ,
2287,15.6,τὸ,ὁ
2288,15.7,σκῆπτρον,σκῆπτρον
2289,15.7,τῆς,ὁ
2290,15.7,μεγαλωσύνης,μεγαλωσύνη
2291,16.1,τοῦ,
2292,16.1,θεοῦ,
2293,16.1,ὁ,ὁ
2294,16.1,κύριος,
2295,16.1,Ἰησοῦς,Ἰησοῦς
2296,16.1,Χριστός,χριστός
2297,16.1,οὐκ,οὐ
2298,16.1,ἦλθεν,ἔρχομαι
2299,16.1,ἐν,
2300,16.1,κόμπῳ,κόμπος
2301,16.1,ἀλαζονείας,ἀλαζονεία
2302,16.1,οὐδὲ,
2303,16.1,ὑπερηφανίας,ὑπερηφανία
2304,16.2,καίπερ,καίπερ
2305,16.2,δυνάμενος,δύναμαι
2306,16.2,ἀλλὰ,ἀλλά
2307,16.2,ταπεινοφρονῶν,ταπεινοφρονέω
2308,16.2,καθὼς,καθώς
2309,16.2,τὸ,ὁ
2310,16.2,πνεῦμα,πνεῦμα
2311,16.2,τὸ,ὁ
2312,16.2,ἅγιον,ἅγιος
2313,16.2,περὶ,περί
2314,16.2,αὐτοῦ,
2315,16.2,ἐλάλησεν,λαλέω
2316,16.2,φησὶν,φημί
2317,16.2,γάρ,γάρ
2318,16.2,Κύριε,κύριος
2319,16.2,τίς,
2320,16.2,ἐπίστευσεν,πιστεύω
2321,16.2,τῇ,
2322,16.2,ἀκοῇ,ἀκοή
2323,16.2,ἡμῶν,
2324,16.2,καὶ,καί
2325,16.2,ὁ,ὁ
2326,16.2,βραχίων,
2327,16.2,κυρίου,
2328,16.2,τίνι,
2329,16.2,ἀπεκαλύφθη,ἀποκαλύπτω
2330,16.2,ἀνηγγείλαμεν,ἀναγγέλλω
2331,16.2,ἐναντίον,
2332,16.2,αὐτοῦ,
2333,16.2,ὡς,ὡς
2334,16.2,παιδίον,παιδίον
2335,16.3,ὡς,ὡς
2336,16.3,ῥίζα,ῥίζα
2337,16.3,ἐν,
2338,16.3,γῇ,
2339,16.3,διψώσῃ,διψάω
2340,16.3,οὐκ,οὐ
2341,16.3,ἔστιν,εἰμί
2342,16.3,αὐτῷ,αὐτός
2343,16.3,εἶδος,εἶδος
2344,16.3,οὐδὲ,
2345,16.3,δόξα,
2346,16.3,καὶ,καί
2347,16.3,εἴδομεν,
2348,16.3,αὐτόν,αὐτός
2349,16.3,καὶ,καί
2350,16.3,οὐκ,οὐ
2351,16.3,εἶχεν,ἔχω
2352,16.3,εἶδος,εἶδος
2353,16.3,οὐδὲ,
2354,16.3,κάλλος,κάλλος
2355,16.3,ἀλλὰ,ἀλλά
2356,16.3,τὸ,ὁ
2357,16.3,εἶδος,εἶδος
2358,16.3,αὐτοῦ,
2359,16.3,ἄτιμον,ἄτιμος
2360,16.3,ἐκλεῖπον,ἐκλείπω
2361,16.3,παρὰ,
2362,16.3,τὸ,ὁ
2363,16.3,εἶδος,εἶδος
2364,16.3,τῶν,ὁ
2365,16.3,ἀνθρώπων,ἄνθρωπος
2366,16.3,ἄνθρωπος,ἄνθρωπος
2367,16.3,ἐν,
2368,16.3,πληγῇ,
2369,16.3,ὢν,εἰμί
2370,16.3,καὶ,καί
2371,16.3,πόνῳ,πόνος
2372,16.3,καὶ,καί
2373,16.3,εἰδὼς,
2374,16.3,φέρειν,φέρω
2375,16.3,μαλακίαν,
2376,16.3,ὅτι,
2377,16.3,ἀπέστραπται,ἀποστρέφω
2378,16.3,τὸ,ὁ
2379,16.3,πρόσωπον,πρόσωπον
2380,16.3,αὐτοῦ,
2381,16.3,ἠτιμάσθη,ἀτιμάζω
2382,16.3,καὶ,καί
2383,16.3,οὐκ,οὐ
2384,16.3,ἐλογίσθη,λογίζομαι
2385,16.3,οὗτος,οὗτος
2386,16.3,τὰς,ὁ
2387,16.3,ἁμαρτίας,ἁμαρτία
2388,16.3,ἡμῶν,
2389,16.3,φέρει,φέρω
2390,16.3,καὶ,καί
2391,16.3,περὶ,περί
2392,16.3,ἡμῶν,
2393,16.3,ὀδυνᾶται,ὀδυνάω
2394,16.3,καὶ,καί
2395,16.3,ἡμεῖς,ἐγώ
2396,16.3,ἐλογισάμεθα,λογίζομαι
2397,16.3,αὐτὸν,αὐτός
2398,16.3,εἶναι,εἰμί
2399,16.3,ἐν,
2400,16.3,πόνῳ,πόνος
2401,16.3,καὶ,καί
2402,16.3,ἐν,
