reference,leader,word,trailer,lemma,part_of_speech
1.2,,τίνος,,τίς,PRON
1.2,,καὶ,,καί,CCONJ
1.2,,εἰς,,εἰς,ADP
1.2,,ὃν,,ὅς,ADJ
1.2,,τόπον,",",τόπος,NOUN
1.2,,καὶ,,καί,CCONJ
1.2,,ὅσα,,ὅσος,ADJ
1.2,,ὑπέμεινεν,,ὑπομένω,VERB
1.2,,Ἰησοῦς,,Ἰησοῦς,NOUN
1.2,,Χριστὸς,,χριστός,NOUN
1.2,,παθεῖν,,πάσχω,VERB
1.2,,ἕνεκα,,ἕνεκα,ADP
1.2,,ἡμῶν,.,ἐγώ,PRON
1.3,,τίνα,,τις,PRON
1.3,,οὖν,,οὖν,ADV
1.3,,ἡμεῖς,,ἐγώ,PRON
1.3,,αὐτῷ,,αὐτός,PRON
1.3,,δώσομεν,,δίδωμι,VERB
1.3,,ἀντιμισθίαν,",",ἀντιμισθία,NOUN
1.3,,ἢ,,,CCONJ
1.3,,τίνα,,τις,PRON
1.3,,καρπὸν,,καρπός,NOUN
1.3,,ἄξιον,,ἄξιος,ADJ
1.3,,οὗ,,ὅς,PRON
1.3,,ἡμῖν,,ἐγώ,PRON
1.3,,αὐτὸς,,αὐτός,PRON
1.3,,ἔδωκεν,;,δίδωμι,VERB
1.3,,πόσα,,πόσος,ADJ
1.3,,δὲ,,δέ,ADV
1.3,,αὐτῷ,,αὐτός,PRON
1.3,,ὀφείλομεν,,ὀφείλω,VERB
1.3,,ὅσια,;,ὅσιος,ADJ
1.4,,τὸ,,ὁ,DET
1.4,,φῶς,,φάος,NOUN
1.4,,γὰρ,,γάρ,ADV
1.4,,ἡμῖν,,ἐγώ,PRON
1.4,,ἐχαρίσατο,",",χαρίζω,VERB
1.4,,ὡς,,ὡς,ADV
1.4,,πατὴρ,,πατήρ,NOUN
1.4,,υἱοὺς,,υἱός,NOUN
1.4,,ἡμᾶς,,ἐγώ,PRON
1.4,,προσηγόρευσεν,",",προσαγορεύω,VERB
1.4,,ἀπολλυμένους,,,VERB
1.4,,ἡμᾶς,,ἐγώ,PRON
1.4,,ἔσωσεν,.,σώζω,VERB
1.5,,ποῖον,,ποῖος,ADJ
1.5,,οὖν,,οὖν,ADV
1.5,,αἶνον,,αἶνος,NOUN
1.5,,αὐτῷ,,αὐτός,ADJ
1.5,,δώσομεν,,δίδωμι,VERB
1.5,,ἢ,,,CCONJ
1.5,,μισθὸν,,μισθός,NOUN
1.5,,ἀντιμισθίας,,ἀντιμισθία,NOUN
1.5,,ὧν,,ὅς,PRON
1.5,,ἐλάβομεν,;,λαμβάνω,VERB
1.6,,πηροὶ,,πηρός,ADJ
1.6,,ὄντες,,εἰμί,AUX
1.6,,τῇ,,ὁ,DET
1.6,,διανοίᾳ,",",διάνοια,NOUN
1.6,,προσκυνοῦντες,,προσκυνέω,VERB
1.6,,λίθους,,λίθος,NOUN
1.6,,καὶ,,καί,ADV
1.6,,ξύλα,,ξύλον,NOUN
1.6,,καὶ,,καί,ADV
1.6,,χρυσὸν,,χρυσός,NOUN
1.6,,καὶ,,καί,CCONJ
1.6,,ἄργυρον,,ἄργυρος,NOUN
1.6,,καὶ,,καί,CCONJ
1.6,,χαλκόν,",",χαλκός,NOUN
1.6,,ἔργα,,ἔργον,NOUN
1.6,,ἀνθρώπων,·,ἄνθρωπος,NOUN
1.6,,καὶ,,καί,ADV
1.6,,ὁ,,,DET
1.6,,βίος,,βίος,NOUN
1.6,,ἡμῶν,,ἐγώ,PRON
1.6,,ὅλος,,ὅλος,ADJ
1.6,,ἄλλο,,ἄλλος,ADJ
1.6,,οὐδὲν,,οὐδείς,ADJ
1.6,,ἦν,,εἰμί,AUX
1.6,,εἰ,,εἰ,ADV
1.6,,μὴ,,μή,ADV
1.6,,θάνατος,.,θάνατος,NOUN
1.6,,ἀμαύρωσιν,,ἀμαύρωσις,NOUN
1.6,,οὖν,,οὖν,ADV
1.6,,περικείμενοι,,περίκειμαι,VERB
1.6,,καὶ,,καί,CCONJ
1.6,,τοιαύτης,,τοιοῦτος,ADJ
1.6,,ἀχλύος,,ἀχλύς,NOUN
1.6,,γέμοντες,,γέμω,VERB
1.6,,ἐν,,ἐν,ADP
1.6,,τῇ,,ὁ,DET
1.6,,ὁράσει,",",ὅρασις,NOUN
1.6,,ἀνεβλέψαμεν,,ἀναβλέπω,VERB
1.6,,ἀποθέμενοι,,ἀποτίθημι,VERB
1.6,,ἐκεῖνο,,ἐκεῖνος,ADJ
1.6,,ὃ,,,PRON
1.6,,περικείμεθα,,περίκειμαι,VERB
1.6,,νέφος,,νέφος,NOUN
1.6,,τῇ,,ὁ,DET
1.6,,αὐτοῦ,,αὐτός,PRON
1.6,,θελήσει,.,θελησις,NOUN
1.7,,ἠλέησεν,,ἐλεέω,VERB
1.7,,γὰρ,,γάρ,ADV
1.7,,ἡμᾶς,,ἐγώ,PRON
1.7,,καὶ,,καί,CCONJ
1.7,,σπλαγχνισθεὶς,,σπλαγχνίζομαι,VERB
1.7,,ἔσωσεν,",",,VERB
1.7,,θεασάμενος,,θεάομαι,VERB
1.7,,ἐν,,ἐν,ADP
1.7,,ἡμῖν,,ἐγώ,PRON
1.7,,πολλὴν,,πολύς,ADJ
1.7,,πλάνην,,πλάνη,NOUN
1.7,,καὶ,,καί,CCONJ
1.7,,ἀπώλειαν,",",ἀπώλεια,NOUN
1.7,,καὶ,,καί,CCONJ
1.7,,μηδεμίαν,,μηδείς,ADJ
1.7,,ἐλπίδα,,ἐλπίς,NOUN
1.7,,ἔχοντας,,ἔχω,VERB
1.7,,σωτηρίας,",",σωτηρία,NOUN
1.7,,εἰ,,εἰ,ADV
1.7,,μὴ,,μή,ADV
1.7,,τὴν,,ὁ,DET
1.7,,παρ’,,παρά,ADP
1.7,,αὐτοῦ,.,αὐτός,PRON
1.8,,ἐκάλεσεν,,καλέω,VERB
1.8,,γὰρ,,γάρ,ADV
1.8,,ἡμᾶς,,ἐγώ,PRON
1.8,,οὐκ,,οὐ,ADV
1.8,,ὄντας,,εἰμί,AUX
1.8,,καὶ,,καί,CCONJ
1.8,,ἠθέλησεν,,ἐθέλω,VERB
1.8,,ἐκ,,ἐκ,ADP
1.8,,μὴ,,μή,ADV
1.8,,ὄντος,,εἰμί,AUX
1.8,,εἶναι,,εἰμί,AUX
1.8,,ἡμᾶς,.,ἐγώ,PRON
2.1,,Εὐφράνθητι,",",εὐφραίνω,VERB
2.1,,στεῖρα,,στεῖρα,NOUN
2.1,,ἡ,,,DET
2.1,,οὐ,,οὐ,ADV
2.1,,τίκτουσα,",",τίκτω,VERB
2.1,,ῥῆξον,,ῥήγνυμι,VERB
2.1,,καὶ,,καί,CCONJ
2.1,,βόησον,",",βοάω,VERB
2.1,,ἡ,,,DET
2.1,,οὐκ,,οὐ,ADV
2.1,,ὠδίνουσα,",",ὠδίνω,VERB
2.1,,ὅτι,,ὅτι,ADV
2.1,,πολλὰ,,πολύς,ADJ
2.1,,τὰ,,ὁ,DET
2.1,,τέκνα,,τέκνον,NOUN
2.1,,τῆς,,ὁ,DET
2.1,,ἐρήμου,,ἐρημος,ADJ
2.1,,μᾶλλον,,μᾶλλον,ADV
2.1,,ἢ,,,ADV
2.1,,τῆς,,ὁ,DET
2.1,,ἐχούσης,,ἔχω,VERB
2.1,,τὸν,,ὁ,DET
2.1,,ἄνδρα,.,ἀνήρ,NOUN
2.1,,ὃ,,,DET
2.1,,εἶπεν,·,εἶπον,VERB
2.1,,Εὐφράνθητι,",",εὐφραίνω,VERB
2.1,,στεῖρα,,στεῖρα,NOUN
2.1,,ἡ,,,DET
2.1,,οὐ,,οὐ,ADV
2.1,,τίκτουσα,",",τίκτω,VERB
2.1,,ἡμᾶς,,ἐγώ,PRON
2.1,,εἶπεν,·,εἶπον,VERB
2.1,,στεῖρα,,στεῖρα,NOUN
2.1,,γὰρ,,γάρ,ADV
2.1,,ἦν,,εἰμί,AUX
2.1,,ἡ,,,DET
2.1,,ἐκκλησία,,ἐκκλησία,NOUN
2.1,,ἡμῶν,,ἐγώ,PRON
2.1,,πρὸ,,πρό,ADP
2.1,,τοῦ,,ὁ,DET
2.1,,δοθῆναι,,δίδωμι,VERB
2.1,,αὐτῇ,,αὐτός,PRON
2.1,,τέκνα,.,τέκνον,NOUN
2.2,,ὃ,,,DET
2.2,,δὲ,,δέ,ADV
2.2,,εἶπεν,·,εἶπον,VERB
2.2,,Βόησον,",",βοάω,VERB
2.2,,ἡ,,,DET
2.2,,οὐκ,,οὐ,ADV
2.2,,ὠδίνουσα,",",ὠδίνω,VERB
2.2,,τοῦτο,,οὗτος,PRON
2.2,,λέγει,·,λέγω,VERB
2.2,,τὰς,,ὁ,DET
2.2,,προσευχὰς,,προσευχή,NOUN
2.2,,ἡμῶν,,ἐγώ,PRON
2.2,,ἁπλῶς,,ἁπλῶς,ADV
2.2,,ἀναφέρειν,,ἀναφέρω,VERB
2.2,,πρὸς,,πρός,ADP
2.2,,τὸν,,ὁ,DET
2.2,,θεόν,",",θεός,NOUN
2.2,,μὴ,,μή,CCONJ
2.2,,ὡς,,ὡς,ADV
2.2,,αἱ,,ὁ,DET
2.2,,ὠδίνουσαι,,ὠδίνω,VERB
2.2,,ἐγκακῶμεν,",",ἐγκακέω,VERB
2.3,,ὃ,,,DET
2.3,,δὲ,,δέ,ADV
2.3,,εἶπεν,·,εἶπον,VERB
2.3,,Ὅτι,,ὁτι,ADV
2.3,,πολλὰ,,πολύς,ADJ
2.3,,τὰ,,ὁ,DET
2.3,,τέκνα,,τέκνον,NOUN
2.3,,τῆς,,ὁ,DET
2.3,,ἐρήμου,,ἐρημος,ADJ
2.3,,μᾶλλον,,μᾶλλον,ADV
2.3,,ἢ,,,ADV
2.3,,τῆς,,ὁ,DET
2.3,,ἐχούσης,,ἔχω,VERB
2.3,,τὸν,,ὁ,DET
2.3,,ἄνδρα,·,ἀνήρ,NOUN
2.3,,ἐπεὶ,,ἐπεί,CCONJ
2.3,,ἔρημος,,ἐρῆμος,ADJ
2.3,,ἐδόκει,,δοκέω,VERB
2.3,,εἶναι,,εἰμί,AUX
2.3,,ἀπὸ,,ἀπό,ADP
2.3,,τοῦ,,ὁ,DET
2.3,,θεοῦ,,θεός,NOUN
2.3,,ὁ,,,DET
2.3,,λαὸς,,λαός,NOUN
2.3,,ἡμῶν,",",ἐγώ,PRON
2.3,,νυνὶ,,νυνί,ADV
2.3,,δὲ,,δέ,ADV
2.3,,πιστεύσαντες,,πιστεύω,VERB
2.3,,πλείονες,,πλείων,ADJ
2.3,,ἐγενόμεθα,,γίγνομαι,VERB
2.3,,τῶν,,ὁ,DET
2.3,,δοκούντων,,δοκέω,VERB
2.3,,ἔχειν,,ἔχω,VERB
2.3,,θεόν,.,θεός,NOUN
2.4,,καὶ,,καί,ADV
2.4,,ἑτέρα,,ἕτερος,ADJ
2.4,,δὲ,,δέ,ADV
2.4,,γραφὴ,,γραφή,NOUN
2.4,,λέγει,",",λέγω,VERB
2.4,,ὅτι,,ὅτι,SCONJ
2.4,,οὐκ,,οὐ,ADV
2.4,,ἦλθον,,ἔρχομαι,VERB
2.4,,καλέσαι,,καλέω,VERB
2.4,,δικαίους,",",δίκαιος,ADJ
2.4,,ἀλλὰ,,ἀλλά,CCONJ
2.4,,ἁμαρτωλούς,·,ἁμαρτωλός,NOUN
2.5,,τοῦτο,,οὗτος,PRON
2.5,,λέγει,",",λέγω,VERB
2.5,,ὅτι,,ὅτι,SCONJ
2.5,,δεῖ,,δεῖ,VERB
2.5,,τοὺς,,ὁ,DET
2.5,,ἀπολλυμένους,,,VERB
2.5,,σώζειν,.,σώζω,VERB
2.6,,ἐκεῖνο,,ἐκεῖνος,PRON
2.6,,γάρ,,γάρ,ADV
2.6,,ἐστιν,,εἰμί,AUX
2.6,,μέγα,,μέγας,ADJ
2.6,,καὶ,,καί,CCONJ
2.6,,θαυμαστὸν,,θαυμαστός,ADJ
2.6,,οὐ,,οὐ,ADV
2.6,,τὰ,,ὁ,DET
2.6,,ἑστῶτα,,ἵστημι,VERB
2.6,,στηρίζειν,",",στηρίζω,VERB
2.6,,ἀλλὰ,,ἀλλά,CCONJ
2.6,,τὰ,,ὁ,DET
2.6,,πίπτοντα,.,πίπτω,VERB
2.7,,οὕτως,,οὕτως,ADV
2.7,,καὶ,,καί,ADV
2.7,,ὁ,,,DET
2.7,,Χριστὸς,,χριστός,NOUN
2.7,,ἠθέλησεν,,ἐθέλω,VERB
2.7,,σῶσαι,,σώζω,VERB
2.7,,τὰ,,ὁ,DET
2.7,,ἀπολλύμενα,",",,VERB
2.7,,καὶ,,καί,CCONJ
2.7,,ἔσωσεν,,σώζω,VERB
2.7,,πολλούς,",",πολύς,ADJ
2.7,,ἐλθὼν,,ἔρχομαι,VERB
2.7,,καὶ,,καί,CCONJ
2.7,,καλέσας,,καλέω,VERB
2.7,,ἡμᾶς,,ἐγώ,PRON
2.7,,ἤδη,,ἤδη,ADV
2.7,,ἀπολλυμένους,.,,VERB
3.1,,Τοσοῦτον,,τοσοῦτος,ADJ
3.1,,οὖν,,οὖν,ADV
3.1,,ἔλεος,,ἔλεος,NOUN
3.1,,ποιήσαντος,,ποιέω,VERB
3.1,,αὐτοῦ,,αὐτός,PRON
3.1,,εἰς,,εἰς,ADP
3.1,,ἡμᾶς,",",ἐγώ,PRON
3.1,,πρῶτον,,πρῶτος,ADJ
3.1,,μέν,",",μέν,ADV
3.1,,ὅτι,,ὅτι,SCONJ
3.1,,ἡμεῖς,,ἐγώ,PRON
3.1,,οἱ,,ὁ,DET
3.1,,ζῶντες,,ζάω,VERB
3.1,,τοῖς,,ὁ,DET
3.1,,νεκροῖς,,νεκρός,ADJ
3.1,,θεοῖς,,θεός,NOUN
3.1,,οὐ,,οὐ,ADV
3.1,,θύομεν,,θύω,VERB
3.1,,καὶ,,καί,CCONJ
3.1,,οὐ,,οὐ,ADV
3.1,,προσκυνοῦμεν,,προσκυνέω,VERB
3.1,,αὐτοῖς,",",αὐτός,PRON
3.1,,ἀλλὰ,,ἀλλά,CCONJ
3.1,,ἔγνωμεν,,γιγνώσκω,VERB
3.1,,δι’,,διά,ADP
3.1,,αὐτοῦ,,αὐτός,PRON
3.1,,τὸν,,ὁ,DET
3.1,,πατέρα,,πατήρ,NOUN
3.1,,τῆς,,ὁ,DET
3.1,,ἀληθείας,·,ἀλήθεια,NOUN
3.1,,τίς,,τίς,PRON
3.1,,ἡ,,,DET
3.1,,γνῶσις,,γνῶσις,NOUN
3.1,,ἡ,,,DET
3.1,,πρὸς,,πρός,ADP
3.1,,αὐτόν,",",αὐτός,PRON
3.1,,ἢ,,,CCONJ
3.1,,τὸ,,ὁ,DET
3.1,,μὴ,,μή,ADV
3.1,,ἀρνεῖσθαι,,ἀρνέομαι,VERB
3.1,,δι’,,διά,ADP
3.1,,οὗ,,ὅς,PRON
3.1,,ἔγνωμεν,,γιγνώσκω,VERB
3.1,,αὐτόν,;,αὐτός,PRON
3.2,,λέγει,,λέγω,VERB
3.2,,δὲ,,δέ,ADV
3.2,,καὶ,,καί,ADV
3.2,,αὐτός,·,αὐτός,PRON
3.2,,Τὸν,,ὁ,DET
3.2,,ὁμολογήσαντά,,ὁμολογέω,VERB
3.2,,με,,ἐγώ,PRON
3.2,,ἐνώπιον,,ἐνώπιος,ADP
3.2,,τῶν,,ὁ,DET
3.2,,ἀνθρώπων,",",ἄνθρωπος,NOUN
3.2,,ὁμολογήσω,,ὁμολογέω,VERB
3.2,,αὐτὸν,,αὐτός,PRON
3.2,,ἐνώπιον,,ἐνώπιος,ADP
3.2,,τοῦ,,ὁ,DET
3.2,,πατρός,,πατήρ,NOUN
3.2,,μου,.,ἐγώ,PRON
3.3,,οὗτος,,οὗτος,ADJ
3.3,,οὖν,,οὖν,ADV
3.3,,ἐστὶν,,εἰμί,AUX
3.3,,ὁ,,,DET
3.3,,μισθὸς,,μισθός,NOUN
3.3,,ἡμῶν,",",ἐγώ,PRON
3.3,,ἐὰν,,ἐάν,SCONJ
3.3,,οὖν,,οὖν,ADV
3.3,,ὁμολογήσωμεν,,ὁμολογέω,VERB
3.3,,δι’,,διά,ADP
3.3,,οὗ,,ὅς,PRON
3.3,,ἐσώθημεν,.,,VERB
3.4,,ἐν,,ἐν,ADP
3.4,,τίνι,,τίς,PRON
3.4,,δὲ,,δέ,ADV
3.4,,αὐτὸν,,αὐτός,PRON
3.4,,ὁμολογοῦμεν,;,ὁμολογέω,VERB
3.4,,ἐν,,ἐν,ADP
3.4,,τῷ,,ὁ,DET
3.4,,ποιεῖν,,ποιέω,VERB
3.4,,ἃ,,,PRON
3.4,,λέγει,,λέγω,VERB
3.4,,καὶ,,καί,CCONJ
3.4,,μὴ,,μή,ADV
3.4,,παρακούειν,,παρακούω,VERB
3.4,,αὐτοῦ,,αὐτός,PRON
3.4,,τῶν,,ὁ,DET
3.4,,ἐντολῶν,",",ἐντολή,NOUN
3.4,,καὶ,,καί,CCONJ
3.4,,μὴ,,μή,CCONJ
3.4,,μόνον,,μόνος,ADJ
3.4,,χείλεσιν,,χεῖλος,NOUN
3.4,,αὐτὸν,,αὐτός,PRON
3.4,,τιμᾶν,",",τιμάω,VERB
3.4,,ἀλλὰ,,ἀλλά,CCONJ
3.4,,ἐξ,,ἐκ,ADP
3.4,,ὅλης,,ὅλος,ADJ
3.4,,καρδίας,,καρδία,NOUN
3.4,,καὶ,,καί,CCONJ
3.4,,ἐξ,,ἐκ,ADP
3.4,,ὅλης,,ὅλος,ADJ
3.4,,τῆς,,ὁ,DET
3.4,,διανοίας,.,διάνοια,NOUN
3.5,,λέγει,,λέγω,VERB
3.5,,δὲ,,δέ,ADV
3.5,,καὶ,,καί,ADV
3.5,,ἐν,,ἐν,ADP
3.5,,τῷ,,ὁ,DET
3.5,,Ἡσαΐᾳ,·,,NOUN
3.5,,Ὁ,,,DET
3.5,,λαὸς,,λαός,NOUN
3.5,,οὗτος,,οὗτος,ADJ
3.5,,τοῖς,,ὁ,DET
3.5,,χείλεσίν,,χεῖλος,NOUN
3.5,,με,,ἐγώ,PRON
3.5,,τιμᾷ,",",τιμάω,VERB
3.5,,ἡ,,,DET
3.5,,δὲ,,δέ,CCONJ
3.5,,καρδία,,καρδία,NOUN
3.5,,αὐτῶν,,αὐτός,PRON
3.5,,πόρρω,,πρόσω,ADV
3.5,,ἄπεστιν,,ἄπειμι,VERB
3.5,,ἀπ,’,ἀπό,ADP
3.5,,ἐμοῦ,.,ἐγώ,PRON
4.1,,Μὴ,,μή,CCONJ
4.1,,μόνον,,μόνος,ADJ
4.1,,οὖν,,οὖν,ADV
4.1,,αὐτὸν,,αὐτός,PRON
4.1,,καλῶμεν,,καλέω,VERB
4.1,,κύριον,·,κύριος,NOUN
4.1,,οὐ,,οὐ,ADV
4.1,,γὰρ,,γάρ,PART
4.1,,τοῦτο,,οὗτος,ADJ
4.1,,σώσει,,σώζω,VERB
4.1,,ἡμᾶς,.,ἐγώ,PRON
4.2,,λέγει,,λέγω,VERB
4.2,,γάρ,·,γάρ,ADV
4.2,,Οὐ,,οὐ,ADV
4.2,,πᾶς,,πᾶς,ADJ
4.2,,ὁ,,,DET
4.2,,λέγων,,λέγω,VERB
4.2,,μοι,·,ἐγώ,PRON
4.2,,Κύριε,",",κύριος,NOUN
4.2,,κύριε,",",κύριος,NOUN
4.2,,σωθήσεται,",",σώζω,VERB
4.2,,ἀλλ’,,ἀλλά,CCONJ
4.2,,ὁ,,,DET
4.2,,ποιῶν,,ποιέω,VERB
4.2,,τὴν,,ὁ,DET
4.2,,δικαιοσύνην,.,δικαιοσύνη,NOUN
4.3,,ὥστε,,ὥστε,ADV
4.3,,οὖν,",",οὖν,ADV
4.3,,ἀδελφοί,",",ἀδελφός,NOUN
4.3,,ἐν,,ἐν,ADP
4.3,,τοῖς,,ὁ,DET
4.3,,ἔργοις,,ἔργον,NOUN
4.3,,αὐτὸν,,αὐτός,PRON
4.3,,ὁμολογῶμεν,",",ὁμολογέω,VERB
4.3,,ἐν,,ἐν,ADP
4.3,,τῷ,,ὁ,DET
4.3,,ἀγαπᾶν,,ἀγαπάω,VERB
4.3,,ἑαυτούς,",",ἑαυτοῦ,PRON
4.3,,ἐν,,ἐν,ADP
4.3,,τῷ,,ὁ,DET
4.3,,μὴ,,μή,ADV
4.3,,μοιχᾶσθαι,,,VERB
4.3,,μηδὲ,,μηδέ,CCONJ
4.3,,καταλαλεῖν,,καταλαλέω,VERB
4.3,,ἀλλήλων,,ἀλλήλων,PRON
4.3,,μηδὲ,,μηδέ,CCONJ
4.3,,ζηλοῦν,",",ζηλόω,VERB
4.3,,ἀλλ’,,ἀλλά,CCONJ
4.3,,ἐγκρατεῖς,,ἐγκρατής,ADJ
4.3,,εἶναι,",",εἰμί,AUX
4.3,,ἐλεήμονας,",",ἐλεήμων,ADJ
4.3,,ἀγαθούς,·,ἀγαθός,ADJ
4.3,,καὶ,,καί,ADV
4.3,,συμπάσχειν,,συμπάσχω,VERB
4.3,,ἀλλήλοις,,ἀλλήλων,PRON
4.3,,ὀφείλομεν,",",ὀφείλω,VERB
4.3,,καὶ,,καί,CCONJ
4.3,,μὴ,,μή,ADV
4.3,,φιλαργυρεῖν,.,φιλαργυρέω,VERB
4.3,,ἐν,,ἐν,ADP
4.3,,τούτοις,,οὗτος,ADJ
4.3,,τοῖς,,ὁ,DET
4.3,,ἔργοις,,ἔργον,NOUN
4.3,,ὁμολογῶμεν,,ὁμολογέω,VERB
4.3,,αὐτὸν,,αὐτός,PRON
4.3,,καὶ,,καί,CCONJ
4.3,,μὴ,,μή,ADV
4.3,,ἐν,,ἐν,ADP
4.3,,τοῖς,,ὁ,DET
4.3,,ἐναντίοις,·,ἐναντίος,ADJ
4.4,,καὶ,,καί,ADV
4.4,,οὐ,,οὐ,ADV
4.4,,δεῖ,,δεῖ,VERB
4.4,,ἡμᾶς,,ἐγώ,PRON
4.4,,φοβεῖσθαι,,φοβέω,VERB
4.4,,τοὺς,,ὁ,DET
4.4,,ἀνθρώπους,,ἄνθρωπος,NOUN
4.4,,μᾶλλον,",",μᾶλλον,ADV
4.4,,ἀλλὰ,,ἀλλά,CCONJ
4.4,,τὸν,,ὁ,DET
4.4,,θεόν,.,θεός,NOUN
4.5,,διὰ,,διά,ADP
4.5,,τοῦτο,",",οὗτος,PRON
4.5,,ταῦτα,,οὗτος,ADJ
4.5,,ὑμῶν,,σύ,PRON
4.5,,πρασσόντων,",",πράσσω,VERB
4.5,,εἶπεν,,εἶπον,VERB
4.5,,ὁ,,,DET
4.5,,κύριος,·,κύριος,NOUN
4.5,,Ἐὰν,,ἐάν,SCONJ
4.5,,ἦτε,,εἰμί,AUX
4.5,,μετ’,,μετά,ADP
4.5,,ἐμοῦ,,ἐγώ,PRON
4.5,,συνηγμένοι,,συνάγω,VERB
4.5,,ἐν,,ἐν,ADP
4.5,,τῷ,,ὁ,DET
4.5,,κόλπῳ,,κόλπος,NOUN
4.5,,μου,,ἐγώ,PRON
4.5,,καὶ,,καί,CCONJ
4.5,,μὴ,,μή,ADV
4.5,,ποιῆτε,,ποιέω,VERB
4.5,,τὰς,,ὁ,DET
4.5,,ἐντολάς,,ἐντολή,NOUN
4.5,,μου,",",ἐγώ,PRON
4.5,,ἀποβαλῶ,,ἀποβάλλω,VERB
4.5,,ὑμᾶς,,σύ,PRON
4.5,,καὶ,,καί,CCONJ
4.5,,ἐρῶ,,,VERB
4.5,,ὑμῖν,·,σύ,PRON
4.5,,Ὑπάγετε,,ὑπάγω,VERB
4.5,,ἀπ,’,ἀπό,ADP
4.5,,ἐμοῦ,",",ἐγώ,PRON
4.5,,οὐκ,,οὐ,ADV
4.5,,οἶδα,,οἶδα,VERB
4.5,,ὑμᾶς,",",σύ,PRON
4.5,,πόθεν,,πόθεν,ADV
4.5,,ἐστέ,",",εἰμί,AUX
4.5,,ἐργάται,,ἐργάτης,NOUN
4.5,,ἀνομίας,.,ἀνομία,NOUN
5.1,,Ὅθεν,",",ὅθεν,ADV
5.1,,ἀδελφοί,",",ἀδελφός,NOUN
5.1,,καταλείψαντες,,καταλείβω,VERB
5.1,,τὴν,,ὁ,DET
5.1,,παροικίαν,,παροικία,NOUN
5.1,,τοῦ,,ὁ,DET
5.1,,κόσμου,,κόσμος,NOUN
5.1,,τούτου,,οὗτος,ADJ
5.1,,ποιήσωμεν,,ποιέω,VERB
5.1,,τὸ,,ὁ,DET
5.1,,θέλημα,,θέλημα,NOUN
5.1,,τοῦ,,ὁ,DET
5.1,,καλέσαντος,,καλέω,VERB
5.1,,ἡμᾶς,",",ἐγώ,PRON
5.1,,καὶ,,καί,CCONJ
5.1,,μὴ,,μή,ADV
5.1,,φοβηθῶμεν,,φοβέω,VERB
5.1,,ἐξελθεῖν,,ἐξέρχομαι,VERB
5.1,,ἐκ,,ἐκ,ADP
5.1,,τοῦ,,ὁ,DET
5.1,,κόσμου,,κόσμος,NOUN
5.1,,τούτου,.,οὗτος,ADJ
5.2,,λέγει,,λέγω,VERB
5.2,,γὰρ,,γάρ,ADV
5.2,,ὁ,,,DET
5.2,,κύριος,,κύριος,NOUN
5.2,,Ἔσεσθε,,εἰμι,AUX
