,reference,token,lemma
0,0.1,Διδαχὴ,διδαχή
1,0.1,κυρίου,
2,0.1,διὰ,διά
3,0.1,τῶν,ὁ
4,0.1,δώδεκα,δώδεκα
5,0.1,ἀποστόλων,ἀπόστολος
6,0.1,τοῖς,ὁ
7,0.1,ἔθνεσιν,ἔθνος
8,0.1,Ὁδοὶ,
9,1.1,δύο,δύο
10,1.1,εἰσί,εἰμί
11,1.1,μία,εἷς
12,1.1,τῆς,ὁ
13,1.1,ζωῆς,
14,1.1,καὶ,καί
15,1.1,μία,εἷς
16,1.1,τοῦ,
17,1.1,θανάτου,
18,1.1,διαφορὰ,διαφορά
19,1.1,δὲ,δέ
20,1.1,πολλὴ,πολύς
21,1.1,μεταξὺ,μεταξύ
22,1.1,τῶν,ὁ
23,1.1,δύο,δύο
24,1.1,ὁδῶν,
25,1.1,Ἡ,ὁ
26,1.1,μὲν,μέν
27,1.2,οὖν,οὖν
28,1.2,ὁδὸς,
29,1.2,τῆς,ὁ
30,1.2,ζωῆς,
31,1.2,ἐστιν,εἰμί
32,1.2,αὕτη,οὗτος
33,1.2,πρῶτον,
34,1.2,ἀγαπήσεις,
35,1.2,τὸν,ὁ
36,1.2,θεὸν,θεός
37,1.2,τὸν,ὁ
38,1.2,ποιήσαντά,ποιέω
39,1.2,σε,σύ
40,1.2,δεύτερον,δεύτερος
41,1.2,τὸν,ὁ
42,1.2,πλησίον,
43,1.2,σου,σύ
44,1.2,ὡς,ὡς
45,1.2,σεαυτόν,σαυτοῦ
46,1.2,πάντα,πᾶς
47,1.2,δὲ,δέ
48,1.2,ὅσα,ὅσος
49,1.2,ἐὰν,ἐάν
50,1.2,θελήσῃς,ἐθέλω
51,1.2,μὴ,μή
52,1.2,γίνεσθαί,γίγνομαι
53,1.2,σοι,σύ
54,1.2,καὶ,καί
55,1.2,σὺ,σύ
56,1.2,ἄλλῳ,ἄλλος
57,1.2,μὴ,μή
58,1.2,ποίει,ποιέω
59,1.2,Τούτων,οὗτος
60,1.3,δὲ,δέ
61,1.3,τῶν,ὁ
62,1.3,λόγων,
63,1.3,ἡ,ὁ
64,1.3,διδαχή,διδαχή
65,1.3,ἐστιν,εἰμί
66,1.3,αὕτη,οὗτος
67,1.3,εὐλογεῖτε,εὐλογέω
68,1.3,τοὺς,ὁ
69,1.3,καταρωμένους,
70,1.3,ὑμῖν,σύ
71,1.3,καὶ,καί
72,1.3,προσεύχεσθε,προσεύχομαι
73,1.3,ὑπὲρ,ὑπέρ
74,1.3,τῶν,ὁ
75,1.3,ἐχθρῶν,
76,1.3,ὑμῶν,
77,1.3,νηστεύετε,νηστεύω
78,1.3,δὲ,δέ
79,1.3,ὑπὲρ,ὑπέρ
80,1.3,τῶν,ὁ
81,1.3,διωκόντων,διώκω
82,1.3,ὑμᾶς,
83,1.3,ποία,
84,1.3,γὰρ,γάρ
85,1.3,χάρις,χάρις
86,1.3,ἐὰν,ἐάν
87,1.3,ἀγαπᾶτε,
88,1.3,τοὺς,ὁ
89,1.3,ἀγαπῶντας,
90,1.3,ὑμᾶς,
91,1.3,οὐχὶ,οὐ
92,1.3,καὶ,καί
93,1.3,τὰ,
94,1.3,ἔθνη,ἔθνος
95,1.3,τὸ,ὁ
96,1.3,αὐτὸ,αὐτός
97,1.3,ποιοῦσιν,
98,1.3,ὑμεῖς,σύ
99,1.3,δὲ,δέ
100,1.3,ἀγαπᾶτε,
101,1.3,τοὺς,ὁ
102,1.3,μισοῦντας,μισέω
103,1.3,ὑμᾶς,
104,1.3,καὶ,καί
105,1.3,οὐχ,οὐ
106,1.3,ἕξετε,ἔχω
107,1.3,ἐχθρόν,ἐχθρός
108,1.3,ἀπέχου,
109,1.4,τῶν,ὁ
110,1.4,σαρκικῶν,σαρκικός
111,1.4,καὶ,καί
112,1.4,σωματικῶν,σωματικός
113,1.4,ἐπιθυμιῶν,
114,1.4,ἐάν,ἐάν
115,1.4,τίς,
116,1.4,σοι,σύ
117,1.4,δῷ,δίδωμι
118,1.4,ῥάπισμα,ῥάπισμα
119,1.4,εἰς,εἰς
120,1.4,τὴν,ὁ
121,1.4,δεξιὰν,
122,1.4,σιαγόνα,σιαγών
123,1.4,στρέψον,στρέφω
124,1.4,αὐτῷ,αὐτός
125,1.4,καὶ,καί
126,1.4,τὴν,ὁ
127,1.4,ἄλλην,ἄλλος
128,1.4,καὶ,καί
129,1.4,ἔσῃ,
130,1.4,τέλειος,τέλειος
131,1.4,ἐὰν,ἐάν
132,1.4,ἀγγαρεύσῃ,ἀγγαρεύω
133,1.4,σέ,
134,1.4,τις,τις
135,1.4,μίλιον,μίλιον
136,1.4,ἕν,
137,1.4,ὕπαγε,ὑπάγω
138,1.4,μετ’,
139,1.4,αὐτοῦ,
140,1.4,δύο,δύο
141,1.4,ἐὰν,ἐάν
142,1.4,ἄρῃ,
143,1.4,τις,τις
144,1.4,τὸ,ὁ
145,1.4,ἱμάτιόν,ἱμάτιον
146,1.4,σου,σύ
147,1.4,δὸς,δίδωμι
148,1.4,αὐτῷ,αὐτός
149,1.4,καὶ,καί
150,1.4,τὸν,ὁ
151,1.4,χιτῶνα,χιτών
152,1.4,ἐὰν,ἐάν
153,1.4,λάβῃ,λαμβάνω
154,1.4,τις,τις
155,1.4,ἀπὸ,ἀπό
156,1.4,σοῦ,
157,1.4,τὸ,ὁ
158,1.4,σόν,σός
159,1.4,μὴ,μή
160,1.4,ἀπαίτει,ἀπαιτέω
161,1.4,οὐδὲ,
162,1.4,γὰρ,γάρ
163,1.4,δύνασαι,
164,1.4,παντὶ,πᾶς
165,1.5,τῷ,
166,1.5,αἰτοῦντί,αἰτέω
167,1.5,σε,σύ
168,1.5,δίδου,
169,1.5,καὶ,καί
170,1.5,μὴ,μή
171,1.5,ἀπαίτει,ἀπαιτέω
172,1.5,πᾶσι,
173,1.5,γὰρ,γάρ
174,1.5,θέλει,ἐθέλω
175,1.5,δίδοσθαι,δίδωμι
176,1.5,ὁ,ὁ
177,1.5,πατὴρ,πατήρ
178,1.5,ἐκ,ἐκ
179,1.5,τῶν,ὁ
180,1.5,ἰδίων,
181,1.5,χαρισμάτων,χάρισμα
182,1.5,μακάριος,μακάριος
183,1.5,ὁ,ὁ
184,1.5,διδοὺς,δίδωμι
185,1.5,κατὰ,κατά
186,1.5,τὴν,ὁ
187,1.5,ἐντολήν,ἐντολή
188,1.5,ἀθῷος,ἀθῷος
189,1.5,γάρ,γάρ
190,1.5,ἐστιν,εἰμί
191,1.5,οὐαὶ,οὐαί
192,1.5,τῷ,
193,1.5,λαμβάνοντι,λαμβάνω
194,1.5,εἰ,εἰ
195,1.5,μὲν,μέν
196,1.5,γὰρ,γάρ
197,1.5,χρείαν,χρεία
198,1.5,ἔχων,
199,1.5,λαμβάνει,λαμβάνω
200,1.5,τις,τις
201,1.5,ἀθῷος,ἀθῷος
202,1.5,ἔσται,εἰμί
203,1.5,ὁ,ὁ
204,1.5,δὲ,δέ
205,1.5,μὴ,μή
206,1.5,χρείαν,χρεία
207,1.5,ἔχων,
208,1.5,δώσει,δίδωμι
209,1.5,δίκην,δίκη
210,1.5,ἱνατί,
211,1.5,ἔλαβε,λαμβάνω
212,1.5,καὶ,καί
213,1.5,εἰς,εἰς
214,1.5,τί,
215,1.5,ἐν,
216,1.5,συνοχῇ,
217,1.5,δὲ,δέ
218,1.5,γενόμενος,γίγνομαι
219,1.5,ἐξετασθήσεται,ἐξετάζω
220,1.5,περὶ,περί
221,1.5,ὧν,ὅς
222,1.5,ἔπραξε,πράσσω
223,1.5,καὶ,καί
224,1.5,οὐκ,οὐ
225,1.5,ἐξελεύσεται,ἐξέρχομαι
226,1.5,ἐκεῖθεν,ἐκεῖθεν
227,1.5,μέχρις,μέχρι
228,1.5,οὗ,
229,1.5,ἀποδῷ,ἀποδίδωμι
230,1.5,τὸν,ὁ
231,1.5,ἔσχατον,ἔσχατος
232,1.5,κοδράντην,κοδράντης
233,1.5,ἀλλὰ,ἀλλά
234,1.5,καὶ,καί
235,1.6,περὶ,περί
236,1.6,τούτου,οὗτος
237,1.6,δὲ,δέ
238,1.6,εἴρηται,
239,1.6,Ἱδρωσάτω,ἱδρόω
240,1.6,ἡ,ὁ
241,1.6,ἐλεημοσύνη,ἐλεημοσύνη
242,1.6,σου,σύ
243,1.6,εἰς,εἰς
244,1.6,τὰς,ὁ
245,1.6,χεῖράς,χείρ
246,1.6,σου,σύ
247,1.6,μέχρις,μέχρι
248,1.6,ἂν,
249,1.6,γνῷς,γιγνώσκω
250,1.6,τίνι,
251,1.6,δῷς,δίδωμι
252,1.6,Δευτέρα,δεύτερος
253,2.1,δὲ,δέ
254,2.1,ἐντολὴ,ἐντολή
255,2.1,τῆς,ὁ
256,2.1,διδαχῆς,διδαχή
257,2.1,οὐ,οὐ
258,2.1,φονεύσεις,φονεύω
259,2.2,οὐ,οὐ
260,2.2,μοιχεύσεις,μοιχεύω
261,2.2,οὐ,οὐ
262,2.2,παιδοφθορήσεις,
263,2.2,οὐ,οὐ
264,2.2,πορνεύσεις,
265,2.2,οὐ,οὐ
266,2.2,κλέψεις,κλέπτω
267,2.2,οὐ,οὐ
268,2.2,μαγεύσεις,μαγεύω
269,2.2,οὐ,οὐ
270,2.2,φαρμακεύσεις,
271,2.2,οὐ,οὐ
272,2.2,φονεύσεις,φονεύω
273,2.2,τέκνον,τέκνον
274,2.2,ἐν,
275,2.2,φθορᾷ,φθορά
276,2.2,οὐδὲ,
277,2.2,γεννηθὲν,γεννάω
278,2.2,ἀποκτενεῖς,ἀποκτείνω
279,2.2,οὐκ,οὐ
280,2.2,ἐπιθυμήσεις,
281,2.2,τὰ,
282,2.2,τοῦ,
283,2.2,πλησίον,
284,2.2,οὐκ,οὐ
285,2.2,ἐπιορκήσεις,ἐπιορκέω
286,2.3,οὐ,οὐ
287,2.3,ψευδομαρτυρήσεις,ψευδομαρτυρέω
288,2.3,οὐ,οὐ
289,2.3,κακολογήσεις,κακολογέω
290,2.3,οὐ,οὐ
291,2.3,μνησικακήσεις,μνησικακέω
292,2.3,οὐκ,οὐ
293,2.3,ἔσῃ,
294,2.3,διγνώμων,δίγνωμος
295,2.4,οὐδὲ,
296,2.4,δίγλωσσος,δίγλωσσος
297,2.4,παγὶς,παγίς
298,2.4,γὰρ,γάρ
299,2.4,θανάτου,
300,2.4,ἡ,ὁ
301,2.4,διγλωσσία,
302,2.4,οὐκ,οὐ
303,2.4,ἔσται,εἰμί
304,2.4,ὁ,ὁ
305,2.4,λόγος,λόγος
306,2.5,σου,σύ
307,2.5,ψευδής,ψευδής
308,2.5,οὐ,οὐ
309,2.5,κενός,κενός
310,2.5,ἀλλὰ,ἀλλά
311,2.5,μεμεστωμένος,μεστόω
312,2.5,πράξει,
313,2.5,οὐκ,οὐ
314,2.5,ἔσῃ,
315,2.5,πλεονέκτης,
316,2.6,οὐδὲ,
317,2.6,ἅρπαξ,ἅρπαξ
318,2.6,οὐδὲ,
319,2.6,ὑποκριτὴς,ὑποκριτής
320,2.6,οὐδὲ,
321,2.6,κακοήθης,κακοήθης
322,2.6,οὐδὲ,
323,2.6,ὑπερήφανος,ὑπερήφανος
324,2.6,οὐ,οὐ
325,2.6,λήψῃ,
326,2.6,βουλὴν,βουλή
327,2.6,πονηρὰν,πονηρός
328,2.6,κατὰ,κατά
329,2.6,τοῦ,
330,2.6,πλησίον,
331,2.6,σου,σύ
332,2.6,οὐ,οὐ
333,2.6,μισήσεις,μισέω
334,2.6,πάντα,πᾶς
335,2.7,ἄνθρωπον,ἄνθρωπος
336,2.7,ἀλλὰ,ἀλλά
337,2.7,οὓς,ὅς
338,2.7,μὲν,μέν
339,2.7,ἐλέγξεις,
340,2.7,περὶ,περί
341,2.7,δὲ,δέ
342,2.7,ὧν,ὅς
343,2.7,προσεύξῃ,
344,2.7,οὓς,ὅς
345,2.7,δὲ,δέ
346,2.7,ἀγαπήσεις,
347,2.7,ὑπὲρ,ὑπέρ
348,2.7,τὴν,ὁ
349,2.7,ψυχήν,ψυχή
350,2.7,σου,σύ
351,2.7,Τέκνον,τέκνον
352,2.7,μου,ἐγώ
353,2.7,φεῦγε,φεύγω
354,3.1,ἀπὸ,ἀπό
355,3.1,παντὸς,πᾶς
356,3.1,πονηροῦ,πονηρός
357,3.1,καὶ,καί
358,3.1,ἀπὸ,ἀπό
359,3.1,παντὸς,πᾶς
360,3.1,ὁμοίου,
361,3.1,αὐτοῦ,
362,3.1,μὴ,μή
363,3.1,γίνου,γίγνομαι
364,3.1,ὀργίλος,ὀργίλος
365,3.2,ὁδηγεῖ,ὁδηγέω
366,3.2,γὰρ,γάρ
367,3.2,ἡ,ὁ
368,3.2,ὀργὴ,ὀργή
369,3.2,πρὸς,πρός
370,3.2,τὸν,ὁ
371,3.2,φόνον,φόνος
372,3.2,μηδὲ,μηδέ
373,3.2,ζηλωτὴς,ζηλωτής
374,3.2,μηδὲ,μηδέ
375,3.2,ἐριστικὸς,ἐριστικός
376,3.2,μηδὲ,μηδέ
377,3.2,θυμικός,θυμικός
378,3.2,ἐκ,ἐκ
379,3.2,γὰρ,γάρ
380,3.2,τούτων,οὗτος
381,3.2,ἁπάντων,ἅπας
382,3.2,φόνοι,φόνος
383,3.2,γεννῶνται,γεννάω
384,3.2,τέκνον,τέκνον
385,3.2,μου,ἐγώ
386,3.2,μὴ,μή
387,3.2,γίνου,γίγνομαι
388,3.3,ἐπιθυμητής,ἐπιθυμητής
389,3.3,ὁδηγεῖ,ὁδηγέω
390,3.3,γὰρ,γάρ
391,3.3,ἡ,ὁ
392,3.3,ἐπιθυμία,
393,3.3,πρὸς,πρός
394,3.3,τὴν,ὁ
395,3.3,πορνείαν,πορνεία
396,3.3,μηδὲ,μηδέ
397,3.3,αἰσχρολόγος,αἰσχρολόγος
398,3.3,μηδὲ,μηδέ
399,3.3,ὑψηλόφθαλμος,
400,3.3,ἐκ,ἐκ
401,3.3,γὰρ,γάρ
402,3.3,τούτων,οὗτος
403,3.3,ἁπάντων,ἅπας
404,3.3,μοιχεῖαι,
405,3.3,γεννῶνται,γεννάω
406,3.3,τέκνον,τέκνον
407,3.3,μου,ἐγώ
408,3.3,μὴ,μή
409,3.3,γίνου,γίγνομαι
410,3.4,οἰωνοσκόπος,οἰωνοσκόπος
411,3.4,ἐπειδὴ,ἐπεί
412,3.4,ὁδηγεῖ,ὁδηγέω
413,3.4,εἰς,εἰς
414,3.4,τὴν,ὁ
415,3.4,εἰδωλολατρίαν,εἰδωλολατρία
416,3.4,μηδὲ,μηδέ
417,3.4,ἐπαοιδὸς,ἐπαοιδός
418,3.4,μηδὲ,μηδέ
419,3.4,μαθηματικὸς,μαθηματικός
420,3.4,μηδὲ,μηδέ
421,3.4,περικαθαίρων,περί-καθαίρω
422,3.4,μηδὲ,μηδέ
423,3.4,θέλε,ἐθέλω
424,3.4,αὐτὰ,αὐτός
425,3.4,βλέπειν,βλέπω
426,3.4,ἐκ,ἐκ
427,3.4,γὰρ,γάρ
428,3.4,τούτων,οὗτος
429,3.4,ἁπάντων,ἅπας
430,3.4,εἰδωλολατρία,εἰδωλολατρία
431,3.4,γεννᾶται,γεννάω
432,3.4,τέκνον,τέκνον
433,3.4,μου,ἐγώ
434,3.4,μὴ,μή
435,3.4,γίνου,γίγνομαι
436,3.4,ψεύστης,
437,3.5,ἐπειδὴ,ἐπεί
438,3.5,ὁδηγεῖ,ὁδηγέω
439,3.5,τὸ,ὁ
440,3.5,ψεῦσμα,ψεῦσμα
441,3.5,εἰς,εἰς
442,3.5,τὴν,ὁ
443,3.5,κλοπήν,κλοπή
444,3.5,μηδὲ,μηδέ
445,3.5,φιλάργυρος,φιλάργυρος
446,3.5,μηδὲ,μηδέ
447,3.5,κενόδοξος,κενόδοξος
448,3.5,ἐκ,ἐκ
449,3.5,γὰρ,γάρ
450,3.5,τούτων,οὗτος
451,3.5,ἁπάντων,ἅπας
452,3.5,κλοπαὶ,κλοπή
453,3.5,γεννῶνται,γεννάω
454,3.5,τέκνον,τέκνον
455,3.5,μου,ἐγώ
456,3.5,μὴ,μή
457,3.5,γίνου,γίγνομαι
458,3.5,γόγγυσος,γόγγυσος
459,3.6,ἐπειδὴ,ἐπεί
460,3.6,ὁδηγεῖ,ὁδηγέω
461,3.6,εἰς,εἰς
462,3.6,τὴν,ὁ
463,3.6,βλασφημίαν,βλασφημία
464,3.6,μηδὲ,μηδέ
465,3.6,αὐθάδης,αὐθάδης
466,3.6,μηδὲ,μηδέ
467,3.6,πονηρόφρων,
468,3.6,ἐκ,ἐκ
469,3.6,γὰρ,γάρ
470,3.6,τούτων,οὗτος
471,3.6,ἁπάντων,ἅπας
472,3.6,βλασφημίαι,βλασφημία
473,3.6,γεννῶνται,γεννάω
474,3.6,ἴσθι,
475,3.6,δὲ,δέ
476,3.6,πραΰς,πρᾶος
477,3.6,ἐπεὶ,ἐπεί
478,3.6,οἱ,
479,3.6,πραεῖς,πρᾶος
480,3.7,κληρονομήσουσι,κληρονομέω
481,3.7,τὴν,ὁ
482,3.7,γῆν,
483,3.7,γίνου,γίγνομαι
484,3.7,μακρόθυμος,μακρόθυμος
485,3.7,καὶ,καί
486,3.7,ἐλεήμων,ἐλεήμων
487,3.8,καὶ,καί
488,3.8,ἄκακος,ἄκακος
489,3.8,καὶ,καί
490,3.8,ἡσύχιος,ἡσύχιος
491,3.8,καὶ,καί
492,3.8,ἀγαθὸς,ἀγαθός
493,3.8,καὶ,καί
494,3.8,τρέμων,τρέμω
495,3.8,τοὺς,ὁ
496,3.8,λόγους,
497,3.8,διὰ,διά
498,3.8,παντός,πᾶς
499,3.8,οὓς,ὅς
500,3.8,ἤκουσας,ἀκούω
501,3.8,οὐχ,οὐ
502,3.8,ὑψώσεις,
503,3.8,σεαυτὸν,σαυτοῦ
504,3.8,οὐδὲ,
505,3.8,δώσεις,δίδωμι
506,3.9,τῇ,
507,3.9,ψυχῇ,
508,3.9,σου,σύ
509,3.9,θράσος,θράσος
510,3.9,οὐ,οὐ
511,3.9,κολληθήσεται,κολλάω
512,3.9,ἡ,ὁ
513,3.9,ψυχή,ψυχή
514,3.9,σου,σύ
515,3.9,μετὰ,μετά
516,3.9,ὑψηλῶν,ὑψηλός
517,3.9,ἀλλὰ,ἀλλά
518,3.9,μετὰ,μετά
519,3.9,δικαίων,
520,3.9,καὶ,καί
521,3.9,ταπεινῶν,
522,3.9,ἀναστραφήσῃ,ἀναστρέφω
523,3.9,τὰ,
524,3.9,συμβαίνοντά,συμβαίνω
525,3.9,σοι,σύ
526,3.9,ἐνεργήματα,ἐνέργημα
527,3.1,ὡς,ὡς
528,3.1,ἀγαθὰ,ἀγαθός
529,3.1,προσδέξῃ,
530,3.1,εἰδὼς,
531,3.1,ὅτι,
532,3.1,ἄτερ,ἄτερ
533,3.1,θεοῦ,
534,3.1,οὐδὲν,οὐδείς
535,3.1,γίνεται,γίγνομαι
536,3.1,Τέκνον,τέκνον
537,3.1,μου,ἐγώ
538,3.1,τοῦ,
539,3.1,λαλοῦντός,λαλέω
540,3.1,σοι,σύ
541,4.1,τὸν,ὁ
542,4.1,λόγον,λόγος
543,4.1,τοῦ,
544,4.1,θεοῦ,
545,4.1,μνησθήσῃ,μιμνήσκω
546,4.1,νυκτὸς,νύξ
547,4.1,καὶ,καί
548,4.1,ἡμέρας,
549,4.1,τιμήσεις,
550,4.1,δὲ,δέ
551,4.1,αὐτὸν,αὐτός
552,4.1,ὡς,ὡς
553,4.1,κύριον,
554,4.1,ὅθεν,ὅθεν
555,4.1,γὰρ,γάρ
556,4.1,ἡ,ὁ
557,4.1,κυριότης,κυριότης
558,4.1,λαλεῖται,λαλέω
559,4.1,ἐκεῖ,ἐκεῖ
560,4.1,κύριός,
561,4.1,ἐστιν,εἰμί
562,4.1,ἐκζητήσεις,
563,4.1,δὲ,δέ
564,4.1,καθ’,
565,4.1,ἡμέραν,
566,4.1,τὰ,
567,4.1,πρόσωπα,πρόσωπον
568,4.2,τῶν,ὁ
569,4.2,ἁγίων,
570,4.2,ἵνα,ἵνα
571,4.2,ἐπαναπαῇς,
572,4.2,τοῖς,ὁ
573,4.2,λόγοις,λόγος
574,4.2,αὐτῶν,αὐτός
575,4.2,οὐ,οὐ
576,4.2,ποθήσεις,
577,4.2,σχίσμα,σχίσμα
578,4.2,εἰρηνεύσεις,
579,4.3,δὲ,δέ
580,4.3,μαχομένους,μάχομαι
581,4.3,κρινεῖς,κρίνω
582,4.3,δικαίως,
583,4.3,οὐ,οὐ
584,4.3,λήψῃ,
585,4.3,πρόσωπον,πρόσωπον
586,4.3,ἐλέγξαι,ἐλέγχω
587,4.3,ἐπὶ,ἐπί
588,4.3,παραπτώμασιν,παράπτωμα
589,4.3,οὐ,οὐ
590,4.3,διψυχήσεις,
591,4.3,πότερον,πότερος
592,4.3,ἔσται,εἰμί
593,4.3,ἢ,
594,4.3,οὔ,οὐ
595,4.4,Μὴ,μή
596,4.4,γίνου,γίγνομαι
597,4.4,πρὸς,πρός
598,4.4,μὲν,μέν
599,4.4,τὸ,ὁ
600,4.4,λαβεῖν,λαμβάνω
601,4.4,ἐκτείνων,ἐκτείνω
602,4.5,τὰς,ὁ
603,4.5,χεῖρας,χείρ
604,4.5,πρὸς,πρός
605,4.5,δὲ,δέ
606,4.5,τὸ,ὁ
607,4.5,δοῦναι,δίδωμι
608,4.5,συσπῶν,συσπάω
609,4.5,ἐὰν,ἐάν
610,4.5,ἔχῃς,ἔχω
611,4.5,διὰ,διά
612,4.5,τῶν,ὁ
613,4.5,χειρῶν,
614,4.5,σου,σύ
615,4.5,δώσεις,δίδωμι
616,4.6,λύτρωσιν,λύτρωσις
617,4.6,ἁμαρτιῶν,ἁμαρτία
618,4.6,σου,σύ
619,4.6,οὐ,οὐ
620,4.6,διστάσεις,διστάζω
621,4.6,δοῦναι,δίδωμι
622,4.6,οὐδὲ,
623,4.6,διδοὺς,δίδωμι
624,4.6,γογγύσεις,
625,4.7,γνώσῃ,
626,4.7,γάρ,γάρ
627,4.7,τίς,
628,4.7,ἐστιν,εἰμί
629,4.7,ὁ,ὁ
630,4.7,τοῦ,
631,4.7,μισθοῦ,
632,4.7,καλὸς,καλός
633,4.7,ἀνταποδότης,
634,4.7,οὐκ,οὐ
635,4.7,ἀποστραφήσῃ,ἀποστρέφω
636,4.7,τὸν,ὁ
637,4.7,ἐνδεόμενον,
638,4.7,συγκοινωνήσεις,συγκοινωνέω
639,4.8,δὲ,δέ
640,4.8,πάντα,πᾶς
641,4.8,τῷ,
642,4.8,ἀδελφῷ,ἀδελφός
643,4.8,σοῦ,
644,4.8,καὶ,καί
645,4.8,οὐκ,οὐ
646,4.8,ἐρεῖς,
647,4.8,ἴδια,ἴδιος
648,4.8,εἶναι,εἰμί
649,4.8,εἰ,εἰ
650,4.8,γὰρ,γάρ
651,4.8,ἐν,
652,4.8,τῷ,
653,4.8,ἀθανάτῳ,ἀθάνατος
654,4.8,κοινωνοί,κοινωνός
655,4.8,ἐστε,εἰμί
656,4.8,πόσῳ,πόσος
657,4.8,μᾶλλον,μᾶλλον
658,4.8,ἐν,
659,4.8,τοῖς,ὁ
660,4.8,θνητοῖς,θνητός
661,4.8,Οὐκ,οὐ
662,4.8,ἀρεῖς,
663,4.8,τὴν,ὁ
664,4.8,χεῖρά,χείρ
665,4.8,σου,σύ
666,4.8,ἀπὸ,ἀπό
667,4.8,τοῦ,
668,4.8,υἱοῦ,
669,4.8,σου,σύ
670,4.9,ἢ,
671,4.9,ἀπὸ,ἀπό
672,4.9,τῆς,ὁ
673,4.9,θυγατρός,θυγάτηρ
674,4.9,σου,σύ
675,4.9,ἀλλὰ,ἀλλά
676,4.9,ἀπὸ,ἀπό
677,4.9,νεότητος,νεότης
678,4.9,διδάξεις,
679,4.9,τὸν,ὁ
680,4.9,φόβον,φόβος
681,4.9,τοῦ,
682,4.9,θεοῦ,
683,4.9,οὐκ,οὐ
684,4.9,ἐπιτάξεις,
685,4.9,δούλῳ,δοῦλος
686,4.9,σου,σύ
687,4.9,ἢ,
688,4.9,παιδίσκῃ,παιδίσκη
689,4.9,τοῖς,ὁ
690,4.1,ἐπὶ,ἐπί
691,4.1,τὸν,ὁ
692,4.1,αὐτὸν,αὐτός
693,4.1,θεὸν,θεός
694,4.1,ἐλπίζουσιν,ἐλπίζω
695,4.1,ἐν,
696,4.1,πικρίᾳ,πικρία
697,4.1,σου,σύ
698,4.1,μήποτε,μήποτε
699,4.1,οὐ,οὐ
700,4.1,μὴ,μή
701,4.1,φοβηθήσονται,φοβέω
702,4.1,τὸν,ὁ
703,4.1,ἐπ’,
704,4.1,ἀμφοτέροις,ἀμφότερος
705,4.1,θεόν,θεός
706,4.1,οὐ,οὐ
707,4.1,γὰρ,γάρ
708,4.1,ἔρχεται,ἔρχομαι
709,4.1,κατὰ,κατά
710,4.1,πρόσωπον,πρόσωπον
711,4.1,καλέσαι,καλέω
712,4.1,ἀλλ’,
713,4.1,ἐφ’,
714,4.1,οὓς,ὅς
715,4.1,τὸ,ὁ
716,4.1,πνεῦμα,πνεῦμα
717,4.1,ἡτοίμασεν,ἑτοιμάζω
718,4.1,ὑμεῖς,σύ
719,4.1,δὲ,δέ
720,4.1,οἱ,
721,4.1,δοῦλοι,δοῦλος
722,4.1,ὑποταγήσεσθε,ὑποτάσσω
723,4.1,τοῖς,ὁ
724,4.1,κυρίοις,
725,4.11,ὑμῶν,
726,4.11,ὡς,ὡς
727,4.11,τύπῳ,
728,4.11,θεοῦ,
729,4.11,ἐν,
730,4.11,αἰσχύνῃ,
731,4.11,καὶ,καί
732,4.11,φόβῳ,φόβος
733,4.11,Μισήσεις,μισέω
734,4.11,πᾶσαν,πᾶς
735,4.11,ὑπόκρισιν,ὑπόκρισις
736,4.11,καὶ,καί
737,4.11,πᾶν,πᾶς
738,4.11,ὃ,
739,4.11,μὴ,μή
740,4.11,ἀρεστὸν,ἀρεστός
741,4.12,τῷ,
742,4.12,κυρίῳ,κύριος
743,4.12,οὐ,οὐ
744,4.12,μὴ,μή
745,4.12,ἐγκαταλίπῃς,ἐγκαταλείπω
746,4.12,ἐντολὰς,ἐντολή
747,4.12,κυρίου,
748,4.12,φυλάξεις,
749,4.13,δὲ,δέ
750,4.13,ἃ,
751,4.13,παρέλαβες,παραλαμβάνω
752,4.13,μήτε,μήτε
753,4.13,προστιθεὶς,προστίθημι
754,4.13,μήτε,μήτε
755,4.13,ἀφαιρῶν,ἀφαιρέω
756,4.13,ἐν,
757,4.13,ἐκκλησίᾳ,ἐκκλησία
758,4.13,ἐξομολογήσῃ,
759,4.13,τὰ,
760,4.13,παραπτώματά,παράπτωμα
761,4.13,σου,σύ
762,4.14,καὶ,καί
763,4.14,οὐ,οὐ
764,4.14,προσελεύσῃ,
765,4.14,ἐπὶ,ἐπί
766,4.14,προσευχήν,προσευχή
767,4.14,σου,σύ
768,4.14,ἐν,
769,4.14,συνειδήσει,
770,4.14,πονηρᾷ,πονηρός
771,4.14,αὕτη,οὗτος
772,4.14,ἐστὶν,εἰμί
773,4.14,ἡ,ὁ
774,4.14,ὁδὸς,
775,4.14,τῆς,ὁ
776,4.14,ζωῆς,
777,4.14,Ἡ,ὁ
778,4.14,δὲ,δέ
779,4.14,τοῦ,
780,4.14,θανάτου,
781,4.14,ὁδός,
782,4.14,ἐστιν,εἰμί
783,4.14,αὕτη,οὗτος
784,4.14,πρῶτον,
785,4.14,πάντων,πᾶς
786,5.1,πονηρά,πονηρός
787,5.1,ἐστι,εἰμί
788,5.1,καὶ,καί
789,5.1,κατάρας,
790,5.1,μεστή,μεστός
791,5.1,φόνοι,φόνος
792,5.1,μοιχεῖαι,
793,5.1,ἐπιθυμίαι,ἐπιθυμία
