,reference,token,lemma
1610,11.1,εἰς,εἰς
1611,11.1,μυστήριον,μυστήριον
1612,11.1,κοσμικὸν,κοσμικός
1613,11.1,ἐκκλησίας,ἐκκλησία
1614,11.11,μὴ,μή
1615,11.11,διδάσκων,διδάσκω
1616,11.11,δὲ,δέ
1617,11.11,ποιεῖν,ποιέω
1618,11.11,ὅσα,ὅσος
1619,11.11,αὐτὸς,αὐτός
1620,11.11,ποιεῖ,ποιέω
1621,11.11,οὐ,οὐ
1622,11.11,κριθήσεται,
1623,11.11,ἐφ’,
1624,11.11,ὑμῶν,
1625,11.11,μετὰ,μετά
1626,11.11,θεοῦ,
1627,11.11,γὰρ,γάρ
1628,11.11,ἔχει,
1629,11.11,τὴν,ὁ
1630,11.11,κρίσιν,κρίσις
1631,11.11,ὡσαύτως,ὡσαύτως
1632,11.11,γὰρ,γάρ
1633,11.11,ἐποίησαν,ποιέω
1634,11.11,καὶ,καί
1635,11.11,οἱ,
1636,11.11,ἀρχαῖοι,ἀρχαῖος
1637,11.11,προφῆται,
1638,11.11,ὃς,
1639,11.11,δ’,
1640,11.11,ἂν,
1641,11.11,εἴπῃ,εἶπον
1642,11.11,ἐν,
1643,11.11,πνεύματι,πνεῦμα
1644,11.11,δός,δίδωμι
1645,11.11,μοι,ἐγώ
1646,11.11,ἀργύρια,ἀργύριον
1647,11.11,ἢ,
1648,11.11,ἕτερά,ἕτερος
1649,11.11,τινα,τις
1650,11.11,οὐκ,οὐ
1651,11.11,ἀκούσεσθε,ἀκούω
1652,11.11,αὐτοῦ,
1653,11.11,ἐὰν,ἐάν
1654,11.11,δὲ,δέ
1655,11.11,περὶ,περί
1656,11.11,ἄλλων,ἄλλος
1657,11.12,ὑστερούντων,ὑστερέω
1658,11.12,εἴπῃ,εἶπον
1659,11.12,δοῦναι,δίδωμι
1660,11.12,μηδεὶς,μηδείς
1661,11.12,αὐτὸν,αὐτός
1662,11.12,κρινέτω,κρίνω
1663,11.12,Πᾶς,πᾶς
1664,11.12,δὲ,δέ
1665,11.12,ὁ,ὁ
1666,11.12,ἐρχόμενος,ἔρχομαι
1667,11.12,ἐν,
1668,11.12,ὀνόματι,ὄνομα
1669,11.12,κυρίου,
1670,11.12,δεχθήτω,
1671,11.12,ἔπειτα,ἔπειτα
1672,11.12,δὲ,δέ
1673,11.12,δοκιμάσαντες,δοκιμάζω
1674,11.12,αὐτὸν,αὐτός
1675,11.12,γνώσεσθε,γιγνώσκω
1676,11.12,σύνεσιν,σύνεσις
1677,12.1,γὰρ,γάρ
1678,12.1,ἕξετε,ἔχω
1679,12.1,δεξιὰν,
1680,12.1,καὶ,καί
1681,12.1,ἀριστεράν,ἀριστερός
1682,12.1,εἰ,εἰ
1683,12.1,μὲν,μέν
1684,12.1,παρόδιός,παρόδιος
1685,12.1,ἐστιν,εἰμί
1686,12.1,ὁ,ὁ
1687,12.1,ἐρχόμενος,ἔρχομαι
1688,12.1,βοηθεῖτε,
1689,12.1,αὐτῷ,αὐτός
1690,12.1,ὅσον,ὅσος
1691,12.1,δύνασθε,δύναμαι
1692,12.1,οὐ,οὐ
1693,12.1,μενεῖ,μένω
1694,12.1,δὲ,δέ
1695,12.1,πρὸς,πρός
1696,12.1,ὑμᾶς,
1697,12.1,εἰ,εἰ
1698,12.1,μὴ,μή
1699,12.2,δύο,δύο
1700,12.2,ἢ,
1701,12.2,τρεῖς,
1702,12.2,ἡμέρας,
1703,12.2,ἐὰν,ἐάν
1704,12.2,ᾖ,εἰμί
1705,12.2,ἀνάγκη,ἀνάγκη
1706,12.2,εἰ,εἰ
1707,12.2,δὲ,δέ
1708,12.2,θέλει,ἐθέλω
1709,12.2,πρὸς,πρός
1710,12.2,ὑμᾶς,
1711,12.2,καθῆσθαι,κάθημαι
1712,12.2,τεχνίτης,τεχνίτης
1713,12.2,ὤν,εἰμί
1714,12.2,ἐργαζέσθω,ἐργάζομαι
1715,12.2,καὶ,καί
1716,12.2,φαγέτω,ἐσθίω
1717,12.2,εἰ,εἰ
1718,12.2,δὲ,δέ
1719,12.2,οὐκ,οὐ
1720,12.2,ἔχει,
1721,12.2,τέχνην,τέχνη
1722,12.2,κατὰ,κατά
1723,12.3,τὴν,ὁ
1724,12.3,σύνεσιν,σύνεσις
1725,12.3,ὑμῶν,
1726,12.3,προνοήσατε,
1727,12.3,πῶς,
1728,12.3,μὴ,μή
1729,12.3,ἀργὸς,
1730,12.3,μεθ’,
1731,12.3,ὑμῶν,
1732,12.3,ζήσεται,ζάω
1733,12.3,Χριστιανός,
1734,12.4,εἰ,εἰ
1735,12.4,δ’,
1736,12.4,οὐ,οὐ
1737,12.4,θέλει,ἐθέλω
1738,12.4,οὕτω,οὕτως
1739,12.4,ποιεῖν,ποιέω
1740,12.4,χριστέμπορός,
1741,12.4,ἐστι,εἰμί
1742,12.4,προσέχετε,προσέχω
1743,12.4,ἀπὸ,ἀπό
1744,12.4,τῶν,ὁ
1745,12.4,τοιούτων,τοιοῦτος
1746,12.4,Πᾶς,πᾶς
1747,12.4,δὲ,δέ
1748,12.4,προφήτης,προφήτης
1749,12.4,ἀληθινὸς,ἀληθινός
1750,12.5,θέλων,ἐθέλω
1751,12.5,καθῆσθαι,κάθημαι
1752,12.5,πρὸς,πρός
1753,12.5,ὑμᾶς,
1754,12.5,ἄξιός,ἄξιος
1755,12.5,ἐστι,εἰμί
1756,12.5,τῆς,ὁ
1757,12.5,τροφῆς,
1758,12.5,αὐτοῦ,
1759,12.5,ὡσαύτως,ὡσαύτως
1760,12.5,διδάσκαλος,διδάσκαλος
1761,13.1,ἀληθινός,ἀληθινός
1762,13.1,ἐστιν,εἰμί
1763,13.1,ἄξιος,ἄξιος
1764,13.1,καὶ,καί
1765,13.1,αὐτὸς,αὐτός
1766,13.1,ὥσπερ,ὥσπερ
1767,13.1,ὁ,ὁ
1768,13.1,ἐργάτης,ἐργάτης
1769,13.1,τῆς,ὁ
1770,13.1,τροφῆς,
1771,13.1,αὐτοῦ,
1772,13.1,πᾶσαν,πᾶς
1773,13.1,οὖν,οὖν
1774,13.1,ἀπαρχὴν,ἀπαρχή
1775,13.2,γεννημάτων,γέννημα
1776,13.2,ληνοῦ,ληνός
1777,13.2,καὶ,καί
1778,13.2,ἅλωνος,ἅλων
1779,13.2,βοῶν,
1780,13.2,τε,τε
1781,13.2,καὶ,καί
1782,13.2,προβάτων,
1783,13.2,λαβὼν,λαμβάνω
1784,13.2,δώσεις,δίδωμι
1785,13.2,τὴν,ὁ
1786,13.2,ἀπαρχὴν,ἀπαρχή
1787,13.2,τοῖς,ὁ
1788,13.3,προφήταις,προφήτης
1789,13.3,αὐτοὶ,αὐτός
1790,13.3,γάρ,γάρ
1791,13.3,εἰσιν,εἰμί
1792,13.3,οἱ,
1793,13.3,ἀρχιερεῖς,ἀρχιερεύς
1794,13.3,ὑμῶν,
1795,13.3,ἐὰν,ἐάν
1796,13.3,δὲ,δέ
1797,13.3,μὴ,μή
1798,13.3,ἔχητε,
1799,13.3,προφήτην,
1800,13.3,δότε,δίδωμι
1801,13.3,τοῖς,ὁ
1802,13.3,πτωχοῖς,πτωχός
1803,13.3,ἐὰν,ἐάν
1804,13.3,σιτίαν,
1805,13.3,ποιῇς,
1806,13.3,τὴν,ὁ
1807,13.3,ἀπαρχὴν,ἀπαρχή
1808,13.3,λαβὼν,λαμβάνω
1809,13.3,δὸς,δίδωμι
1810,13.3,κατὰ,κατά
1811,13.3,τὴν,ὁ
1812,13.3,ἐντολήν,ἐντολή
1813,13.4,ὡσαύτως,ὡσαύτως
1814,13.4,κεράμιον,
1815,13.4,οἴνου,
1816,13.4,ἢ,
1817,13.4,ἐλαίου,
1818,13.4,ἀνοίξας,ἀνοίγνυμι
1819,13.5,τὴν,ὁ
1820,13.5,ἀπαρχὴν,ἀπαρχή
1821,13.5,λαβὼν,λαμβάνω
1822,13.5,δὸς,δίδωμι
1823,13.5,τοῖς,ὁ
1824,13.5,προφήταις,προφήτης
1825,13.5,ἀργυρίου,ἀργύριον
1826,13.5,δὲ,δέ
1827,13.5,καὶ,καί
1828,13.5,ἱματισμοῦ,ἱματισμός
1829,13.6,καὶ,καί
1830,13.6,παντὸς,πᾶς
1831,13.6,κτήματος,κτῆμα
1832,13.6,λαβὼν,λαμβάνω
1833,13.6,τὴν,ὁ
1834,13.6,ἀπαρχήν,ἀπαρχή
1835,13.6,ὡς,ὡς
1836,13.6,ἄν,
1837,13.6,σοι,σύ
1838,13.6,δόξῃ,
1839,13.6,δὸς,δίδωμι
1840,13.6,κατὰ,κατά
1841,13.6,τὴν,ὁ
1842,13.6,ἐντολήν,ἐντολή
1843,13.7,Κατὰ,κατά
1844,13.7,κυριακὴν,κυριακός
1845,13.7,δὲ,δέ
1846,13.7,κυρίου,
1847,13.7,συναχθέντες,συνάγω
1848,13.7,κλάσατε,κλάω
1849,13.7,ἄρτον,ἄρτος
1850,13.7,καὶ,καί
1851,13.7,εὐχαριστήσατε,εὐχαριστέω
1852,13.7,προεξομολογησάμενοι,πρό-ἐξομολογέομαι
1853,13.7,τὰ,
1854,13.7,παραπτώματα,παράπτωμα
1855,14.1,ὑμῶν,
1856,14.1,ὅπως,ὅπως
1857,14.1,καθαρὰ,καθαρός
1858,14.1,ἡ,ὁ
1859,14.1,θυσία,θυσία
1860,14.1,ὑμῶν,
1861,14.1,ᾖ,εἰμί
1862,14.1,πᾶς,πᾶς
1863,14.1,δὲ,δέ
1864,14.1,ἔχων,
1865,14.1,τὴν,ὁ
1866,14.1,ἀμφιβολίαν,ἀμφιβολία
1867,14.1,μετὰ,μετά
1868,14.1,τοῦ,
1869,14.1,ἑταίρου,ἑταῖρος
1870,14.1,αὐτοῦ,
1871,14.1,μὴ,μή
1872,14.1,συνελθέτω,συνέρχομαι
1873,14.1,ὑμῖν,σύ
1874,14.1,ἕως,
1875,14.1,οὗ,
1876,14.1,διαλλαγῶσιν,διαλλάσσω
1877,14.1,ἵνα,ἵνα
1878,14.1,μὴ,μή
1879,14.1,κοινωθῇ,κοινόω
1880,14.1,ἡ,ὁ
1881,14.2,θυσία,θυσία
1882,14.2,ὑμῶν,
1883,14.2,αὕτη,οὗτος
1884,14.2,γάρ,γάρ
1885,14.2,ἐστιν,εἰμί
1886,14.2,ἡ,ὁ
1887,14.2,ῥηθεῖσα,
1888,14.2,ὑπὸ,ὑπό
1889,14.2,κυρίου,
1890,14.2,Ἐν,
1891,14.2,παντὶ,πᾶς
1892,14.2,τόπῳ,τόπος
1893,14.2,καὶ,καί
1894,14.2,χρόνῳ,χρόνος
1895,14.2,προσφέρειν,προσφέρω
1896,14.2,μοι,ἐγώ
1897,14.2,θυσίαν,θυσία
1898,14.2,καθαράν,καθαρός
1899,14.2,ὅτι,
1900,14.2,βασιλεὺς,βασιλεύς
1901,14.2,μέγας,μέγας
1902,14.3,εἰμί,εἰμί
1903,14.3,λέγει,
1904,14.3,κύριος,
1905,14.3,καὶ,καί
1906,14.3,τὸ,ὁ
1907,14.3,ὄνομά,ὄνομα
1908,14.3,μου,ἐγώ
1909,14.3,θαυμαστὸν,θαυμαστός
1910,14.3,ἐν,
1911,14.3,τοῖς,ὁ
1912,14.3,ἔθνεσι,ἔθνος
1913,14.3,Χειροτονήσατε,χειροτονέω
1914,14.3,οὖν,οὖν
1915,14.3,ἑαυτοῖς,ἑαυτοῦ
1916,14.3,ἐπισκόπους,
1917,14.3,καὶ,καί
1918,14.3,διακόνους,διάκονος
1919,14.3,ἀξίους,
1920,14.3,τοῦ,
1921,14.3,κυρίου,
1922,14.3,ἄνδρας,ἀνήρ
1923,14.3,πραεῖς,πρᾶος
1924,14.3,καὶ,καί
1925,14.3,ἀφιλαργύρους,ἀφιλάργυρος
1926,14.3,καὶ,καί
1927,15.1,ἀληθεῖς,ἀληθής
1928,15.1,καὶ,καί
1929,15.1,δεδοκιμασμένους,δοκιμάζω
1930,15.1,ὑμῖν,σύ
1931,15.1,γὰρ,γάρ
1932,15.1,λειτουργοῦσι,λειτουργέω
1933,15.1,καὶ,καί
1934,15.1,αὐτοὶ,αὐτός
1935,15.1,τὴν,ὁ
1936,15.1,λειτουργίαν,λειτουργία
1937,15.1,τῶν,ὁ
1938,15.1,προφητῶν,
1939,15.1,καὶ,καί
1940,15.1,διδασκάλων,διδάσκαλος
1941,15.1,μὴ,μή
1942,15.1,οὖν,οὖν
1943,15.1,ὑπερίδητε,ὑπέρ-εἶδον
1944,15.1,αὐτούς,αὐτός
1945,15.1,αὐτοὶ,αὐτός
1946,15.1,γάρ,γάρ
1947,15.1,εἰσιν,εἰμί
1948,15.1,οἱ,
1949,15.1,τετιμημένοι,
1950,15.1,ὑμῶν,
1951,15.1,μετὰ,μετά
1952,15.1,τῶν,ὁ
1953,15.1,προφητῶν,
1954,15.1,καὶ,καί
1955,15.1,διδασκάλων,διδάσκαλος
1956,15.1,Ἐλέγχετε,ἐλέγχω
1957,15.1,δὲ,δέ
1958,15.2,ἀλλήλους,ἀλλήλων
1959,15.2,μὴ,μή
1960,15.2,ἐν,
1961,15.2,ὀργῇ,
1962,15.2,ἀλλ’,
1963,15.2,ἐν,
1964,15.2,εἰρήνῃ,εἰρήνη
1965,15.2,ὡς,ὡς
1966,15.2,ἔχετε,ἔχω
1967,15.2,ἐν,
1968,15.2,τῷ,
1969,15.2,εὐαγγελίῳ,εὐαγγέλιον
1970,15.2,καὶ,καί
1971,15.2,παντὶ,πᾶς
1972,15.2,ἀστοχοῦντι,ἀστοχέω
1973,15.2,κατὰ,κατά
1974,15.2,τοῦ,
1975,15.2,ἑτέρου,ἕτερος
1976,15.3,μηδεὶς,μηδείς
1977,15.3,λαλείτω,λαλέω
1978,15.3,μηδὲ,μηδέ
1979,15.3,παρ’,
1980,15.3,ὑμῶν,
1981,15.3,ἀκουέτω,ἀκούω
1982,15.3,ἕως,
1983,15.3,οὗ,
1984,15.3,μετανοήσῃ,μετανοέω
1985,15.3,τὰς,ὁ
1986,15.3,δὲ,δέ
1987,15.3,εὐχὰς,εὐχή
1988,15.3,ὑμῶν,
1989,15.3,καὶ,καί
1990,15.3,τὰς,ὁ
1991,15.3,ἐλεημοσύνας,ἐλεημοσύνη
1992,15.3,καὶ,καί
1993,15.3,πάσας,
1994,15.3,τὰς,ὁ
1995,15.3,πράξεις,
1996,15.3,οὕτω,οὕτως
1997,15.3,ποιήσατε,ποιέω
1998,15.3,ὡς,ὡς
1999,15.3,ἔχετε,ἔχω
2000,15.3,ἐν,
2001,15.3,τῷ,
2002,15.3,εὐαγγελίῳ,εὐαγγέλιον
2003,15.3,τοῦ,
2004,15.3,κυρίου,
2005,15.3,ἡμῶν,
2006,15.4,Γρηγορεῖτε,γρηγορέω
2007,15.4,ὑπὲρ,ὑπέρ
2008,15.4,τῆς,ὁ
2009,15.4,ζωῆς,
2010,15.4,ὑμῶν,
2011,15.4,οἱ,
2012,15.4,λύχνοι,λύχνος
2013,15.4,ὑμῶν,
2014,15.4,μὴ,μή
2015,15.4,σβεσθήτωσαν,σβέννυμι
2016,15.4,καὶ,καί
2017,15.4,αἱ,ὁ
2018,15.4,ὀσφύες,ὀσφύς
2019,15.4,ὑμῶν,
2020,15.4,μὴ,μή
2021,15.4,ἐκλυέσθωσαν,ἐκλύω
2022,15.4,ἀλλὰ,ἀλλά
2023,15.4,γίνεσθε,γίγνομαι
2024,15.4,ἕτοιμοι,ἑτοῖμος
2025,16.1,οὐ,οὐ
2026,16.1,γὰρ,γάρ
2027,16.1,οἴδατε,οἶδα
2028,16.1,τὴν,ὁ
2029,16.1,ὥραν,
2030,16.1,ἐν,
2031,16.1,ᾗ,
2032,16.1,ὁ,ὁ
2033,16.1,κύριος,
2034,16.1,ἡμῶν,
2035,16.1,ἔρχεται,ἔρχομαι
2036,16.1,πυκνῶς,
2037,16.1,δὲ,δέ
2038,16.1,συναχθήσεσθε,συνάγω
2039,16.1,ζητοῦντες,ζητέω
2040,16.1,τὰ,
2041,16.1,ἀνήκοντα,ἀνήκω
2042,16.1,ταῖς,ὁ
2043,16.1,ψυχαῖς,ψυχή
2044,16.1,ὑμῶν,
2045,16.1,οὐ,οὐ
2046,16.1,γὰρ,γάρ
2047,16.1,ὠφελήσει,
2048,16.1,ὑμᾶς,
2049,16.1,ὁ,ὁ
2050,16.1,πᾶς,πᾶς
2051,16.1,χρόνος,χρόνος
2052,16.1,τῆς,ὁ
2053,16.1,πίστεως,πίστις
2054,16.1,ὑμῶν,
2055,16.2,ἐὰν,ἐάν
2056,16.2,μὴ,μή
2057,16.2,ἐν,
2058,16.2,τῷ,
2059,16.2,ἐσχάτῳ,ἔσχατος
2060,16.2,καιρῷ,καιρός
2061,16.2,τελειωθῆτε,τελειόω
2062,16.2,ἐν,
2063,16.2,γὰρ,γάρ
2064,16.2,ταῖς,ὁ
2065,16.2,ἐσχάταις,ἔσχατος
2066,16.2,ἡμέραις,
2067,16.2,πληθυνθήσονται,πληθύνω
2068,16.2,οἱ,
2069,16.2,ψευδοπροφῆται,ψευδοπροφήτης
2070,16.2,καὶ,καί
2071,16.2,οἱ,
2072,16.2,φθορεῖς,φθορεύς
2073,16.2,καὶ,καί
2074,16.2,στραφήσονται,
2075,16.2,τὰ,
2076,16.2,πρόβατα,πρόβατον
2077,16.2,εἰς,εἰς
2078,16.2,λύκους,
2079,16.3,καὶ,καί
2080,16.3,ἡ,ὁ
2081,16.3,ἀγάπη,
2082,16.3,στραφήσεται,
2083,16.3,εἰς,εἰς
2084,16.3,μῖσος,μῖσος
2085,16.3,αὐξανούσης,αὐξάνω
2086,16.3,γὰρ,γάρ
2087,16.3,τῆς,ὁ
2088,16.3,ἀνομίας,ἀνομία
2089,16.3,μισήσουσιν,μισέω
2090,16.3,ἀλλήλους,ἀλλήλων
2091,16.3,καὶ,καί
2092,16.3,διώξουσι,διώκω
2093,16.3,καὶ,καί
2094,16.3,παραδώσουσι,παραδίδωμι
2095,16.3,καὶ,καί
2096,16.3,τότε,τότε
2097,16.3,φανήσεται,
2098,16.3,ὁ,ὁ
2099,16.3,κοσμοπλανὴς,
2100,16.3,ὡς,ὡς
2101,16.4,υἱὸς,υἱός
2102,16.4,θεοῦ,
2103,16.4,καὶ,καί
2104,16.4,ποιήσει,
2105,16.4,σημεῖα,σημεῖον
2106,16.4,καὶ,καί
2107,16.4,τέρατα,τέρας
2108,16.4,καὶ,καί
2109,16.4,ἡ,ὁ
2110,16.4,γῆ,
2111,16.4,παραδοθήσεται,παραδίδωμι
2112,16.4,εἰς,εἰς
2113,16.4,χεῖρας,χείρ
2114,16.4,αὐτοῦ,
2115,16.4,καὶ,καί
2116,16.4,ποιήσει,
2117,16.4,ἀθέμιτα,
2118,16.4,ἃ,
2119,16.4,οὐδέποτε,οὐδέποτε
2120,16.4,γέγονεν,γίγνομαι
2121,16.4,ἐξ,ἐκ
2122,16.4,αἰῶνος,αἰών
2123,16.4,τότε,τότε
2124,16.4,ἥξει,ἥκω
2125,16.4,ἡ,ὁ
2126,16.4,κτίσις,κτίσις
2127,16.4,τῶν,ὁ
2128,16.4,ἀνθρώπων,ἄνθρωπος
2129,16.4,εἰς,εἰς
2130,16.4,τὴν,ὁ
2131,16.4,πύρωσιν,πύρωσις
2132,16.4,τῆς,ὁ
2133,16.4,δοκιμασίας,δοκιμασία
2134,16.4,καὶ,καί
2135,16.4,σκανδαλισθήσονται,σκανδαλίζω
2136,16.4,πολλοὶ,πολύς
2137,16.4,καὶ,καί
2138,16.4,ἀπολοῦνται,
2139,16.4,οἱ,
2140,16.4,δὲ,δέ
2141,16.5,ὑπομείναντες,ὑπομένω
2142,16.5,ἐν,
2143,16.5,τῇ,
2144,16.5,πίστει,πίστις
2145,16.5,αὐτῶν,αὐτός
2146,16.5,σωθήσονται,σώζω
2147,16.5,ὑπ’,
2148,16.5,αὐτοῦ,
2149,16.5,τοῦ,
2150,16.5,καταθέματος,κατάθεμα
2151,16.5,καὶ,καί
2152,16.5,τότε,τότε
2153,16.5,φανήσεται,
2154,16.5,τὰ,
2155,16.5,σημεῖα,σημεῖον
2156,16.5,τῆς,ὁ
2157,16.5,ἀληθείας,ἀλήθεια
2158,16.5,πρῶτον,
2159,16.5,σημεῖον,σημεῖον
2160,16.5,ἐκπετάσεως,ἐκπέτασις
2161,16.5,ἐν,
2162,16.5,οὐρανῷ,οὐρανός
2163,16.5,εἶτα,εἶτα
2164,16.5,σημεῖον,σημεῖον
2165,16.5,φωνῆς,
2166,16.5,σάλπιγγος,σάλπιγξ
2167,16.5,καὶ,καί
2168,16.5,τὸ,ὁ
2169,16.6,τρίτον,τρίτος
2170,16.6,ἀνάστασις,ἀνάστασις
2171,16.6,νεκρῶν,
2172,16.6,οὐ,οὐ
2173,16.6,πάντων,πᾶς
2174,16.6,δέ,δέ
2175,16.6,ἀλλ’,
2176,16.6,ὡς,ὡς
2177,16.6,ἐρρέθη,ἐν-ἐρῶ
2178,16.6,Ἥξει,ἥκω
2179,16.6,ὁ,ὁ
2180,16.6,κύριος,
2181,16.6,καὶ,καί
2182,16.6,πάντες,πᾶς
2183,16.6,οἱ,
2184,16.6,ἅγιοι,ἅγιος
2185,16.6,μετ’,
2186,16.6,αὐτοῦ,
2187,16.6,τότε,τότε
2188,16.6,ὄψεται,ὁράω
2189,16.6,ὁ,ὁ
2190,16.6,κόσμος,κόσμος
2191,16.6,τὸν,ὁ
2192,16.6,κύριον,
2193,16.6,ἐρχόμενον,ἔρχομαι
2194,16.6,ἐπάνω,ἐπάνω
2195,16.7,τῶν,ὁ
2196,16.7,νεφελῶν,νεφέλη
2197,16.7,τοῦ,
2198,16.7,οὐρανοῦ,
